Loyalty#,Demographic_Cluster_Name
846119,Low-Income West
700731,Low-Income East
257391,High-Income West
935068,High-Income East
628180,Low-Income East
165339,High-Income East
646022,Low-Income West
245575,High-Income East
327903,High-Income East
701708,High-Income West
245604,High-Income West
649054,High-Income East
496387,Low-Income West
928294,High-Income East
210148,Low-Income East
265317,Low-Income West
765127,Low-Income West
825809,Low-Income East
130953,Low-Income East
241144,Low-Income West
753130,Low-Income East
962267,Low-Income East
401722,Low-Income East
994993,Low-Income West
142726,High-Income West
693196,Low-Income East
712248,High-Income East
441423,Low-Income West
901775,Low-Income East
353535,High-Income West
807058,Low-Income East
218425,Low-Income West
938323,Low-Income East
638732,Low-Income East
583601,Low-Income East
895185,Low-Income West
641869,Low-Income West
529733,Low-Income East
377029,High-Income East
638602,High-Income East
373501,Low-Income East
580628,Low-Income West
948658,Low-Income East
521176,Low-Income East
907544,High-Income East
597228,Low-Income East
351389,High-Income East
533742,Low-Income East
916131,High-Income West
178036,High-Income East
601167,Low-Income East
821705,Low-Income East
662521,Low-Income West
191558,Low-Income West
749362,Low-Income East
803084,High-Income West
100644,Low-Income West
220564,Low-Income East
753987,Low-Income East
858814,Low-Income East
680565,High-Income East
268958,Low-Income West
496482,Low-Income West
464137,Low-Income West
958800,Low-Income East
691520,Low-Income East
611051,Low-Income East
151183,Low-Income West
633135,Low-Income West
487027,High-Income East
987612,High-Income West
830071,High-Income East
905469,High-Income West
811139,High-Income East
617108,Low-Income East
332983,High-Income West
586891,Low-Income West
660197,High-Income West
898788,Low-Income West
411365,Low-Income East
184976,Low-Income East
952629,Low-Income East
962055,Low-Income West
951226,Low-Income West
478431,Low-Income East
153261,Low-Income East
455234,Low-Income East
441724,High-Income East
103359,Low-Income West
509614,Low-Income East
634916,Low-Income West
415077,High-Income East
556622,Low-Income West
160250,Low-Income East
779082,High-Income East
356980,High-Income East
617916,High-Income West
125996,Low-Income West
135977,High-Income West
948053,High-Income East
165138,Low-Income East
593007,Low-Income East
207047,Low-Income East
276152,Low-Income East
780728,Low-Income West
389995,Low-Income West
112661,High-Income East
682288,Low-Income East
271432,Low-Income West
267951,Low-Income East
407648,High-Income West
742886,High-Income East
259170,Low-Income West
379716,Low-Income East
955633,Low-Income West
902690,High-Income East
406373,Low-Income East
186246,Low-Income East
467580,Low-Income East
492757,Low-Income East
728655,Low-Income West
437407,Low-Income West
571845,Low-Income West
436975,Low-Income West
126097,Low-Income East
779046,Low-Income West
638618,High-Income East
627893,High-Income East
831780,Low-Income West
836226,Low-Income West
975614,Low-Income East
269960,High-Income East
519726,Low-Income East
327530,Low-Income West
511342,Low-Income East
708458,High-Income East
254575,Low-Income West
229692,Low-Income East
129743,High-Income West
146572,Low-Income East
301563,Low-Income East
613234,Low-Income West
731160,High-Income West
194959,Low-Income East
973951,Low-Income West
770651,Low-Income West
910336,Low-Income East
304601,High-Income East
553412,High-Income West
568484,Low-Income East
166911,High-Income East
637235,High-Income West
960555,Low-Income West
803747,Low-Income West
307166,Low-Income East
799857,Low-Income East
648648,High-Income East
301794,Low-Income West
286954,High-Income East
705262,High-Income West
430221,High-Income West
695428,High-Income West
772437,High-Income West
834270,High-Income East
867840,Low-Income East
673934,Low-Income East
355184,Low-Income East
839295,High-Income West
920966,Low-Income East
992072,High-Income West
159233,Low-Income East
145480,Low-Income East
371191,Low-Income East
514552,Low-Income West
615673,Low-Income West
692252,Low-Income West
828481,Low-Income East
210752,High-Income East
115405,Low-Income East
655085,Low-Income West
956619,Low-Income East
754774,Low-Income East
289354,Low-Income East
613908,Low-Income West
538979,High-Income East
754264,Low-Income West
421432,Low-Income East
149430,Low-Income West
634423,Low-Income East
342679,Low-Income East
717806,Low-Income East
226511,Low-Income West
586100,Low-Income East
566808,High-Income West
665548,Low-Income East
327470,Low-Income East
584017,Low-Income West
287414,Low-Income East
227008,Low-Income East
124987,High-Income West
540918,High-Income East
408931,High-Income East
518771,High-Income West
148368,Low-Income West
371164,High-Income East
299278,High-Income West
784787,Low-Income East
526644,Low-Income East
898122,Low-Income West
620587,Low-Income West
681309,Low-Income East
894620,Low-Income West
217792,High-Income West
290024,High-Income East
429933,High-Income West
920545,High-Income East
314182,Low-Income East
220601,High-Income West
407173,Low-Income East
307321,Low-Income East
720007,Low-Income West
954424,Low-Income East
258799,Low-Income East
491253,Low-Income East
144756,High-Income West
670040,Low-Income East
634807,Low-Income West
129429,Low-Income West
966285,Low-Income East
340691,Low-Income East
959364,High-Income East
597630,Low-Income East
630869,Low-Income East
974500,Low-Income East
296736,Low-Income East
438263,Low-Income West
198407,Low-Income East
601583,Low-Income West
352581,Low-Income West
664684,Low-Income East
526663,Low-Income East
707042,Low-Income East
134180,Low-Income East
539537,Low-Income West
260155,Low-Income West
697079,Low-Income West
420222,Low-Income East
580586,Low-Income East
833627,Low-Income East
110099,Low-Income West
332208,Low-Income East
709123,Low-Income West
347861,Low-Income West
668000,Low-Income East
641123,Low-Income East
788332,Low-Income East
415327,Low-Income East
531793,Low-Income West
598016,High-Income West
121751,High-Income East
361892,High-Income West
201564,Low-Income West
508728,Low-Income East
550213,Low-Income East
173485,Low-Income West
571017,Low-Income East
455594,Low-Income East
330249,Low-Income East
794348,Low-Income West
561874,Low-Income West
319504,High-Income East
105835,High-Income East
372069,High-Income West
600013,High-Income East
722629,High-Income East
556266,High-Income East
842405,Low-Income East
919668,Low-Income West
925433,Low-Income East
489781,High-Income East
462459,High-Income East
595681,High-Income West
680754,Low-Income East
742854,Low-Income West
488130,Low-Income East
426317,Low-Income East
485383,Low-Income East
140077,Low-Income East
264018,Low-Income East
348732,Low-Income East
553254,Low-Income West
706918,Low-Income West
790287,High-Income East
811612,Low-Income East
494552,Low-Income West
667615,Low-Income West
754175,Low-Income East
755276,Low-Income West
952493,Low-Income East
815626,Low-Income East
957008,Low-Income West
124351,Low-Income East
895601,Low-Income East
192651,Low-Income West
644417,Low-Income West
881943,High-Income East
405465,High-Income West
642409,High-Income East
234047,Low-Income East
366911,Low-Income East
424540,Low-Income West
985622,High-Income East
255718,Low-Income West
874589,Low-Income West
631232,High-Income East
725705,High-Income West
463890,High-Income West
760842,Low-Income East
887026,Low-Income East
377302,Low-Income East
364931,High-Income West
920954,High-Income East
103362,Low-Income East
953097,High-Income East
146067,Low-Income West
842390,High-Income East
620741,Low-Income East
848003,Low-Income West
833024,Low-Income West
457525,Low-Income East
220315,Low-Income East
547994,Low-Income West
324881,Low-Income East
233646,Low-Income East
809016,High-Income East
350675,High-Income West
773219,High-Income West
129515,Low-Income East
146760,Low-Income East
448483,High-Income West
510841,Low-Income West
261229,High-Income East
496728,High-Income West
549862,Low-Income East
277430,Low-Income East
728043,Low-Income East
533666,Low-Income East
645600,Low-Income East
441340,Low-Income West
587591,Low-Income West
642449,Low-Income East
514917,Low-Income West
401422,Low-Income West
260712,Low-Income East
979075,Low-Income East
441359,High-Income West
256135,Low-Income East
765261,Low-Income West
900359,Low-Income East
909854,Low-Income West
704112,Low-Income West
756543,Low-Income West
141497,Low-Income West
643026,Low-Income East
325498,Low-Income East
287385,Low-Income West
871145,Low-Income East
843158,Low-Income East
896947,Low-Income East
453719,Low-Income East
784537,Low-Income East
346809,Low-Income East
757938,Low-Income West
950915,Low-Income East
764544,Low-Income West
756973,Low-Income West
745738,Low-Income East
401007,High-Income East
981674,High-Income West
723055,Low-Income East
357375,Low-Income West
958143,Low-Income East
328754,Low-Income East
946258,Low-Income East
210746,High-Income West
302957,High-Income East
774234,Low-Income East
557289,High-Income East
603531,High-Income West
682337,Low-Income East
368523,High-Income West
274179,Low-Income West
833679,Low-Income East
742062,Low-Income West
789303,Low-Income West
299366,Low-Income East
666952,Low-Income West
289863,Low-Income East
773390,High-Income East
240476,High-Income East
865411,High-Income East
727446,High-Income East
858557,Low-Income West
388639,Low-Income East
317137,High-Income East
925413,High-Income West
650553,Low-Income East
536066,Low-Income West
286641,High-Income East
561219,High-Income West
154864,High-Income West
945050,High-Income East
144565,Low-Income West
536535,Low-Income East
921563,Low-Income East
231843,Low-Income West
519213,Low-Income East
429448,Low-Income West
841437,Low-Income East
608601,High-Income East
694388,Low-Income East
206576,Low-Income West
441439,Low-Income East
496159,Low-Income East
804239,Low-Income West
818870,Low-Income East
627502,Low-Income West
881106,Low-Income East
347997,High-Income East
530281,Low-Income West
806839,Low-Income East
415896,High-Income East
441782,High-Income West
109840,High-Income East
631683,Low-Income East
202227,Low-Income East
980952,Low-Income West
492812,Low-Income East
969689,Low-Income East
688410,High-Income West
102184,High-Income West
292084,High-Income East
964047,Low-Income East
997370,High-Income West
536959,Low-Income East
574613,High-Income East
277285,Low-Income West
572463,Low-Income West
604825,Low-Income East
696897,Low-Income East
744698,Low-Income East
842190,Low-Income West
374107,Low-Income East
558854,Low-Income East
988223,High-Income West
335137,Low-Income East
347431,Low-Income West
299397,High-Income East
426791,High-Income East
595965,Low-Income West
481893,High-Income West
456432,High-Income East
326240,Low-Income East
500060,High-Income East
699750,High-Income West
754338,High-Income East
729518,Low-Income East
248664,High-Income East
146037,High-Income West
305687,High-Income East
633140,High-Income West
326267,Low-Income East
696026,Low-Income East
868161,Low-Income West
169932,Low-Income East
716435,Low-Income East
750922,High-Income East
751829,Low-Income East
114743,Low-Income East
488884,Low-Income East
663150,Low-Income East
261573,Low-Income East
126216,High-Income East
261283,High-Income West
247471,High-Income East
473144,High-Income West
652614,High-Income East
682103,High-Income East
902693,High-Income East
904805,High-Income East
703852,High-Income East
497194,Low-Income East
907950,Low-Income West
154136,Low-Income West
687412,High-Income East
183374,High-Income East
185288,High-Income West
509607,Low-Income East
702938,Low-Income East
997964,Low-Income East
562411,Low-Income East
121236,High-Income West
490860,High-Income West
633458,Low-Income East
377289,Low-Income West
463298,High-Income East
444259,Low-Income East
836984,Low-Income West
660922,Low-Income West
557852,High-Income West
599491,High-Income East
732362,Low-Income East
282181,High-Income West
724510,Low-Income East
967298,Low-Income West
137185,Low-Income West
528229,Low-Income East
607696,Low-Income East
358968,Low-Income West
327163,High-Income West
883230,High-Income East
262508,Low-Income East
963100,Low-Income West
436971,Low-Income West
619141,High-Income East
928082,High-Income East
960934,Low-Income East
734824,Low-Income West
296689,High-Income East
965698,High-Income West
742319,High-Income East
894048,High-Income West
103436,High-Income East
509060,High-Income East
768255,High-Income West
934280,High-Income West
310983,High-Income East
357971,High-Income West
545144,High-Income East
752548,High-Income East
402332,High-Income West
756559,High-Income East
603082,High-Income East
131815,High-Income East
873177,High-Income East
667517,Low-Income West
719719,Low-Income East
307859,Low-Income West
629267,High-Income East
750300,High-Income West
114924,Low-Income East
821944,High-Income East
767456,Low-Income East
202052,Low-Income West
976605,Low-Income East
462974,High-Income East
105921,High-Income East
192405,Low-Income East
683458,Low-Income East
552221,Low-Income East
819448,High-Income East
273984,Low-Income West
846033,Low-Income East
556313,High-Income West
366932,Low-Income East
621279,Low-Income East
641159,Low-Income East
163002,Low-Income East
210247,High-Income East
238939,High-Income West
575411,High-Income East
756636,Low-Income East
224666,High-Income East
810482,High-Income East
976489,Low-Income West
701216,Low-Income East
321666,Low-Income West
582883,High-Income East
138759,Low-Income East
953281,Low-Income East
419491,High-Income East
690862,High-Income West
705980,High-Income West
961455,High-Income East
105251,High-Income East
474921,High-Income East
481699,Low-Income West
464166,Low-Income East
811430,Low-Income West
711248,High-Income East
691626,Low-Income West
142812,Low-Income West
298967,High-Income West
756515,High-Income East
552945,Low-Income East
847502,Low-Income East
609878,High-Income East
936232,High-Income West
962637,Low-Income East
811162,Low-Income East
247721,Low-Income East
950832,Low-Income West
548238,Low-Income East
383962,Low-Income West
512580,Low-Income East
430555,Low-Income West
583610,Low-Income East
199792,High-Income West
481987,High-Income East
664052,Low-Income West
212130,Low-Income East
109903,Low-Income West
173416,Low-Income East
586056,Low-Income West
524379,Low-Income East
627791,Low-Income West
393888,Low-Income East
791678,Low-Income East
704267,Low-Income East
432920,High-Income East
168418,Low-Income East
996539,High-Income East
203517,High-Income East
420786,High-Income East
762951,High-Income East
285386,Low-Income East
638152,Low-Income West
447275,Low-Income West
773019,Low-Income East
654288,Low-Income West
573078,Low-Income West
623154,High-Income West
205256,Low-Income East
266604,High-Income East
601586,High-Income West
450698,High-Income West
879844,Low-Income East
745383,Low-Income East
625784,High-Income West
107067,High-Income East
812628,High-Income West
109956,High-Income East
310236,High-Income East
214020,Low-Income West
463070,Low-Income East
686224,High-Income West
564973,Low-Income West
239970,Low-Income West
530113,Low-Income East
662209,Low-Income West
121095,High-Income West
529746,High-Income East
240330,Low-Income East
110752,High-Income East
890839,High-Income East
737221,Low-Income West
637641,Low-Income West
970976,Low-Income West
680445,Low-Income East
180219,Low-Income West
170544,Low-Income East
916634,Low-Income West
817456,High-Income East
582646,Low-Income East
225743,High-Income East
651006,High-Income West
122517,High-Income West
769560,Low-Income East
852094,High-Income East
236037,Low-Income East
550262,Low-Income East
769763,Low-Income West
826312,Low-Income East
858957,Low-Income West
117456,Low-Income West
597267,High-Income East
541009,Low-Income West
702686,Low-Income West
707698,High-Income East
118076,High-Income East
674462,Low-Income East
702406,Low-Income East
611538,High-Income East
163083,Low-Income West
404417,Low-Income East
350863,High-Income East
766401,High-Income West
988921,High-Income East
989527,High-Income West
336141,High-Income West
451528,Low-Income East
397053,High-Income East
475500,High-Income West
493925,Low-Income West
271365,High-Income West
795607,High-Income East
620792,Low-Income West
464044,Low-Income East
921102,Low-Income West
431521,High-Income East
497861,High-Income East
101594,Low-Income East
283066,Low-Income West
433881,Low-Income West
800016,Low-Income East
918276,High-Income East
679531,High-Income West
843972,Low-Income East
166333,Low-Income West
743263,High-Income West
924493,Low-Income East
169950,High-Income East
345978,High-Income West
569319,High-Income West
374113,High-Income West
212304,Low-Income East
329300,Low-Income East
616522,Low-Income East
369715,High-Income West
186146,High-Income East
348740,High-Income West
780504,Low-Income West
374585,High-Income West
955773,High-Income West
276289,Low-Income West
417082,High-Income West
217967,Low-Income East
473622,Low-Income West
473548,High-Income East
800268,Low-Income East
182124,Low-Income East
872706,Low-Income West
684022,Low-Income East
161650,High-Income East
329660,Low-Income East
954174,Low-Income East
934271,Low-Income West
653698,Low-Income East
997945,High-Income East
709948,High-Income West
451886,High-Income West
460043,High-Income East
110603,Low-Income West
150141,Low-Income East
215257,Low-Income East
240135,Low-Income East
822507,Low-Income East
710473,Low-Income East
641997,Low-Income West
759370,Low-Income East
359693,Low-Income East
786613,High-Income East
462078,High-Income East
242348,Low-Income East
902148,High-Income West
487807,High-Income East
855261,Low-Income East
771285,Low-Income East
499875,Low-Income West
361434,High-Income West
522924,Low-Income West
807211,High-Income West
330468,Low-Income East
655715,High-Income East
693212,High-Income East
970154,High-Income West
737906,High-Income East
542002,Low-Income West
717772,Low-Income East
675541,High-Income West
868152,High-Income East
527337,Low-Income West
942102,Low-Income East
137973,Low-Income East
937385,High-Income East
810621,High-Income East
396984,Low-Income East
567670,Low-Income East
440209,High-Income East
796692,High-Income East
912797,Low-Income East
874035,Low-Income East
490479,Low-Income East
380099,Low-Income East
655473,Low-Income East
154173,Low-Income East
202807,Low-Income East
568681,Low-Income West
593340,Low-Income East
445451,Low-Income West
729561,High-Income East
792229,Low-Income West
152778,High-Income East
476431,High-Income East
872619,High-Income West
730771,Low-Income West
165265,Low-Income East
128754,High-Income East
232290,Low-Income West
313292,Low-Income East
687593,Low-Income West
470469,High-Income West
428872,Low-Income West
624569,Low-Income East
627913,Low-Income East
203143,High-Income East
500022,High-Income West
385718,High-Income East
519826,Low-Income East
297101,Low-Income West
430503,Low-Income West
612074,Low-Income West
639145,Low-Income West
701223,Low-Income East
837580,Low-Income East
792086,Low-Income East
114021,High-Income West
377642,High-Income West
740992,High-Income East
824610,High-Income West
832062,High-Income East
773112,High-Income East
829291,High-Income West
211575,Low-Income East
201339,High-Income West
261273,High-Income West
406254,High-Income East
517614,High-Income East
547357,High-Income East
934267,High-Income West
849673,High-Income East
244925,High-Income East
561620,High-Income East
298883,Low-Income East
979776,Low-Income West
154652,High-Income West
326564,High-Income East
594997,High-Income East
931834,High-Income West
570116,High-Income East
632720,High-Income West
154230,Low-Income East
636206,Low-Income West
647894,Low-Income West
167660,Low-Income West
950403,Low-Income East
644014,High-Income East
582257,Low-Income East
542180,Low-Income West
118688,Low-Income East
118511,High-Income West
793618,Low-Income East
682533,High-Income East
599873,High-Income East
294738,High-Income East
336484,Low-Income East
733906,Low-Income West
661744,High-Income West
721088,High-Income East
846953,High-Income East
827164,High-Income East
614350,High-Income West
216937,High-Income East
982446,High-Income East
256434,Low-Income East
673872,Low-Income West
563749,High-Income East
788159,High-Income West
823628,Low-Income East
799064,Low-Income East
603433,Low-Income West
617670,Low-Income West
382671,High-Income West
517405,High-Income East
542696,High-Income West
700260,High-Income East
881156,High-Income East
857481,Low-Income East
792412,Low-Income West
357166,Low-Income East
734952,High-Income East
579245,High-Income East
428649,High-Income East
552576,High-Income West
389565,High-Income East
420148,High-Income East
479815,High-Income West
790649,High-Income West
799919,High-Income East
903648,High-Income West
657668,High-Income East
859549,Low-Income East
754436,High-Income East
138993,Low-Income East
863942,High-Income East
491351,Low-Income East
635398,High-Income West
481018,Low-Income East
495473,High-Income East
789826,High-Income West
289968,Low-Income East
319501,High-Income East
940711,High-Income West
263433,High-Income West
527414,High-Income East
189817,Low-Income West
850123,Low-Income East
852394,High-Income East
250089,High-Income West
414157,Low-Income East
684155,Low-Income West
777714,High-Income East
147891,High-Income East
724660,High-Income West
352078,High-Income West
582427,High-Income East
273198,Low-Income East
653637,Low-Income West
217204,High-Income West
627826,Low-Income East
481955,Low-Income West
716236,High-Income East
762474,Low-Income East
924793,High-Income East
537038,High-Income West
171257,High-Income East
969913,High-Income West
935738,High-Income East
185285,Low-Income East
204507,Low-Income West
714270,Low-Income East
368878,High-Income East
139682,Low-Income East
562305,Low-Income West
615528,Low-Income East
420515,High-Income East
311952,High-Income West
320191,High-Income East
536603,High-Income East
642000,Low-Income East
405698,High-Income West
593506,High-Income East
496371,High-Income West
631661,Low-Income East
207195,Low-Income West
745290,High-Income East
489956,High-Income West
498793,High-Income West
648365,High-Income East
709059,High-Income West
886677,High-Income East
889671,Low-Income East
172135,High-Income East
178403,High-Income West
299448,High-Income East
428536,High-Income West
969933,High-Income East
190236,Low-Income West
810071,High-Income East
983900,High-Income West
169525,High-Income West
532752,High-Income East
270759,High-Income East
514272,Low-Income East
991210,High-Income East
371152,Low-Income West
614720,Low-Income East
488799,High-Income East
766861,High-Income West
744406,Low-Income East
171883,Low-Income East
290902,High-Income West
134273,Low-Income East
984545,Low-Income East
730641,High-Income East
502615,High-Income East
228151,Low-Income West
286065,Low-Income West
385131,Low-Income East
543460,Low-Income East
668576,Low-Income West
861336,Low-Income East
922351,Low-Income East
515663,Low-Income East
230763,High-Income West
784356,High-Income West
129510,High-Income West
486812,High-Income East
640082,Low-Income West
968608,High-Income West
118332,Low-Income West
239892,Low-Income East
413347,Low-Income West
269775,High-Income East
310867,High-Income East
565787,High-Income West
324506,Low-Income East
383202,Low-Income East
585377,Low-Income West
346384,Low-Income East
183025,High-Income West
380294,Low-Income West
602361,Low-Income East
573972,Low-Income East
579581,High-Income West
795554,High-Income West
367774,High-Income East
780855,High-Income West
352337,High-Income West
123083,High-Income East
616641,High-Income East
872315,High-Income West
204311,High-Income East
539599,Low-Income East
601597,High-Income East
656639,High-Income East
162485,Low-Income West
806283,Low-Income East
298506,High-Income East
700924,High-Income East
865737,High-Income West
141266,High-Income West
502585,High-Income East
835785,High-Income East
211984,Low-Income West
763248,Low-Income East
650366,Low-Income East
159531,Low-Income West
294273,High-Income East
539776,High-Income West
451469,High-Income East
278345,High-Income West
106964,Low-Income East
272839,Low-Income West
535320,Low-Income East
807134,Low-Income East
834733,Low-Income West
264723,High-Income East
463947,Low-Income East
543119,High-Income West
301760,High-Income East
857159,High-Income West
371739,High-Income West
661069,High-Income West
820501,High-Income East
347982,High-Income West
614782,Low-Income East
289294,Low-Income East
324713,Low-Income West
230429,High-Income East
391542,High-Income East
125300,High-Income West
509746,High-Income East
495773,Low-Income East
545497,Low-Income East
411116,High-Income West
830777,High-Income West
319801,High-Income East
540628,High-Income East
978676,High-Income East
628096,High-Income East
165554,Low-Income East
286225,Low-Income East
442525,Low-Income West
694743,Low-Income East
831854,Low-Income East
954599,Low-Income East
809024,Low-Income West
997189,High-Income East
114983,Low-Income West
337812,High-Income East
553944,Low-Income East
651020,High-Income East
117932,High-Income East
919894,Low-Income East
270761,High-Income West
869116,High-Income East
238752,Low-Income East
480846,High-Income West
355839,Low-Income West
101547,Low-Income East
153645,Low-Income East
196582,Low-Income West
309364,Low-Income East
591174,Low-Income West
772237,Low-Income West
127052,High-Income East
671359,High-Income West
465603,Low-Income East
968828,High-Income East
725294,High-Income East
379572,High-Income East
202293,High-Income East
779211,Low-Income East
192013,Low-Income West
766562,High-Income West
402624,Low-Income West
623478,High-Income East
405740,High-Income East
819255,High-Income West
359133,High-Income West
337945,Low-Income East
535544,Low-Income East
193775,High-Income East
326069,High-Income West
874939,High-Income East
432302,High-Income East
951781,Low-Income West
436266,High-Income East
708151,Low-Income East
693791,High-Income West
611366,High-Income East
816196,High-Income East
962801,Low-Income West
117033,Low-Income East
504078,Low-Income East
855998,Low-Income West
742669,High-Income West
494887,High-Income East
895651,Low-Income East
585162,High-Income West
857629,High-Income West
702327,High-Income East
430519,Low-Income East
123830,High-Income East
441623,High-Income West
246911,Low-Income East
120799,Low-Income East
607769,Low-Income East
626664,Low-Income East
695342,High-Income West
696329,Low-Income East
806639,Low-Income East
976596,Low-Income West
428523,High-Income West
455937,High-Income East
908301,Low-Income East
931135,High-Income West
955130,High-Income East
191638,High-Income East
338295,High-Income East
704968,Low-Income East
473194,High-Income West
923333,High-Income West
371606,High-Income East
907157,High-Income East
611689,Low-Income East
830446,Low-Income West
741892,Low-Income East
143087,High-Income West
251436,Low-Income East
297568,High-Income East
187025,High-Income East
167177,High-Income East
939752,High-Income East
140483,High-Income East
445338,High-Income East
122166,High-Income East
246581,High-Income East
892066,High-Income East
820406,High-Income West
887228,High-Income East
906836,High-Income West
872335,Low-Income West
673399,High-Income East
844540,High-Income East
199513,High-Income East
294172,Low-Income East
215294,High-Income West
223018,High-Income East
501699,High-Income East
909547,Low-Income West
210442,High-Income East
524536,Low-Income East
475991,Low-Income East
407340,Low-Income East
547559,Low-Income East
893771,High-Income East
929009,High-Income West
646359,High-Income East
183523,High-Income East
533509,High-Income West
517702,Low-Income West
414164,High-Income West
428565,High-Income East
448142,High-Income West
676289,High-Income East
747339,High-Income East
853871,High-Income East
308591,High-Income East
972157,High-Income West
702005,High-Income East
903146,High-Income West
183626,High-Income West
184206,Low-Income East
111387,High-Income East
880681,High-Income East
390546,High-Income West
256486,High-Income West
961512,High-Income East
349670,High-Income West
629995,High-Income East
203409,Low-Income West
587623,Low-Income East
931097,Low-Income West
955649,High-Income East
756668,High-Income East
757060,High-Income West
408863,Low-Income East
833305,High-Income West
939932,High-Income West
761114,Low-Income East
128245,Low-Income East
973407,Low-Income East
109029,High-Income West
509514,High-Income East
942287,Low-Income East
193212,High-Income West
306112,High-Income East
627970,High-Income East
911663,High-Income East
118365,High-Income East
716812,High-Income East
839263,High-Income West
862576,High-Income West
479593,High-Income East
521111,High-Income East
861415,High-Income East
256755,Low-Income West
727047,Low-Income East
926967,Low-Income East
784962,Low-Income East
997599,Low-Income West
367697,High-Income East
522935,High-Income East
982578,Low-Income West
212695,Low-Income East
497648,High-Income West
890595,Low-Income West
375265,High-Income West
794752,High-Income East
950391,High-Income East
325802,High-Income East
900801,Low-Income West
881304,High-Income West
780428,Low-Income East
266861,Low-Income West
137985,Low-Income West
620584,Low-Income East
812152,High-Income East
204926,High-Income East
736459,Low-Income East
335246,High-Income West
153586,Low-Income East
683910,Low-Income West
261832,Low-Income East
105214,High-Income West
561041,High-Income East
462495,High-Income East
994219,High-Income West
729581,High-Income West
724513,High-Income East
672391,High-Income East
130446,Low-Income West
225748,Low-Income East
239457,High-Income West
253056,High-Income East
271059,High-Income East
357199,High-Income East
852855,Low-Income West
890646,Low-Income East
114242,High-Income West
472942,Low-Income East
346274,High-Income East
148289,High-Income East
215719,Low-Income West
604471,Low-Income West
676409,Low-Income West
852995,High-Income East
799437,Low-Income East
452150,High-Income West
893375,High-Income East
480200,High-Income West
338808,High-Income East
653337,High-Income East
908759,High-Income West
489391,High-Income East
249795,High-Income West
558288,High-Income East
748890,High-Income East
507360,High-Income East
517267,Low-Income East
454543,High-Income East
262369,High-Income West
314328,High-Income East
555218,High-Income West
445145,High-Income West
657116,High-Income East
236165,High-Income East
502163,High-Income West
551833,High-Income East
995812,Low-Income West
198456,High-Income East
355298,High-Income East
754292,High-Income East
639584,Low-Income East
447647,High-Income West
261331,High-Income East
582990,High-Income West
120594,High-Income West
315113,Low-Income West
413330,Low-Income West
958518,Low-Income East
688748,Low-Income East
352734,Low-Income West
450987,Low-Income East
767864,Low-Income East
385190,Low-Income East
916020,High-Income West
663975,Low-Income West
548999,Low-Income East
851255,Low-Income West
468516,Low-Income West
427980,High-Income East
804557,High-Income West
900325,High-Income East
156870,Low-Income East
222278,Low-Income West
463751,Low-Income West
614221,Low-Income West
766777,Low-Income East
567151,Low-Income East
981395,Low-Income West
572768,Low-Income West
612664,Low-Income East
244844,Low-Income West
292035,Low-Income West
277783,Low-Income East
917192,Low-Income West
602346,Low-Income East
816110,Low-Income West
928291,Low-Income East
656942,Low-Income West
924037,Low-Income East
856609,High-Income West
142717,High-Income West
156457,High-Income East
968450,Low-Income East
700770,High-Income East
712605,High-Income West
110476,High-Income East
315337,Low-Income West
988149,High-Income West
906178,Low-Income East
633332,Low-Income East
861162,High-Income West
781110,High-Income East
150883,Low-Income East
652741,High-Income East
332003,High-Income East
275386,Low-Income West
302066,Low-Income East
775304,High-Income East
380627,High-Income East
922741,Low-Income West
652862,Low-Income East
378153,Low-Income East
852786,High-Income West
768959,Low-Income East
521699,Low-Income East
690637,Low-Income East
136430,Low-Income East
537852,Low-Income West
387568,Low-Income East
932599,Low-Income West
151627,High-Income East
619596,High-Income West
290507,High-Income East
528363,Low-Income East
778030,Low-Income West
723091,Low-Income West
986126,Low-Income East
782100,Low-Income East
802519,High-Income East
534464,High-Income East
306231,High-Income East
307296,High-Income West
426994,Low-Income West
321227,High-Income East
802645,Low-Income West
203696,Low-Income West
433510,Low-Income East
607292,Low-Income East
996301,Low-Income East
918479,Low-Income West
226924,High-Income East
135392,Low-Income West
147272,Low-Income East
356708,Low-Income East
830811,Low-Income East
843816,Low-Income West
893866,Low-Income West
435557,High-Income West
686474,High-Income East
271911,Low-Income West
211589,High-Income West
455023,High-Income East
157911,Low-Income East
163481,High-Income East
840071,High-Income West
992194,Low-Income West
944750,Low-Income East
314065,High-Income East
579093,Low-Income West
298098,Low-Income East
811746,Low-Income East
621876,Low-Income East
508399,Low-Income East
523642,Low-Income West
710598,High-Income West
115354,Low-Income East
346529,Low-Income East
740814,High-Income East
968484,High-Income West
170404,High-Income West
311008,High-Income East
470123,High-Income West
360446,High-Income East
471015,High-Income East
697091,High-Income West
926315,Low-Income West
790346,Low-Income West
230027,High-Income East
877609,High-Income West
355669,Low-Income East
319059,High-Income East
466477,High-Income East
958931,High-Income East
168123,Low-Income East
148942,Low-Income West
195994,High-Income West
319430,High-Income West
554255,High-Income West
281550,Low-Income East
528173,Low-Income East
652809,Low-Income East
773397,Low-Income West
595529,High-Income East
275118,High-Income West
522851,Low-Income West
434658,Low-Income East
360485,Low-Income East
516984,High-Income East
231641,High-Income East
981150,High-Income West
375056,Low-Income East
756341,High-Income East
357161,Low-Income East
802470,Low-Income West
925254,Low-Income East
501037,Low-Income East
555541,Low-Income West
182459,High-Income West
103217,Low-Income East
