Loyalty#,merged_labels
865737,The September Loyals
141266,The September Loyals
502585,The February Loyals
835785,The May Planners
211984,The Dormant Browsers
763248,The Q4 Boomerang
650366,New travelers
159531,The February Loyals
294273,The Q4 Boomerang
539776,The March Loyals
451469,The September Loyals
278345,New travelers
106964,New travelers
272839,The November Loyals
535320,The June Loyals
807134,The September Loyals
834733,The December Loyals
264723,The November Loyals
463947,New travelers
543119,The November Loyals
301760,The March Loyals
857159,The May Planners
371739,The January Average
661069,The Lost Holiday Drifters
820501,The March Loyals
347982,New travelers
614782,The Q4 Boomerang
289294,The September Loyals
324713,New travelers
230429,The June Loyals
391542,The January Average
125300,The November Loyals
509746,The January Average
495773,The March Loyals
545497,The January Average
411116,The Dormant Browsers
830777,The Dormant Browsers
319801,The Summer-Fall Hybrids
540628,The December Loyals
978676,The November Loyals
628096,The November Loyals
165554,The Autumn Budget
286225,The September Loyals
442525,The December Loyals
694743,The September Loyals
831854,New travelers
954599,New travelers
809024,The February Loyals
997189,The September Loyals
114983,The Summer-Fall Hybrids
337812,New travelers
553944,New travelers
651020,VIPs
117932,The October Loyals
919894,The November Loyals
270761,The September Loyals
869116,The December Loyals
238752,The September Loyals
480846,The February Loyals
355839,New travelers
101547,The Dormant Browsers
153645,The Lost Holiday Drifters
196582,The October Loyals
309364,The December Loyals
591174,The Dormant Browsers
772237,The February Loyals
127052,New travelers
671359,New travelers
465603,The January Average
968828,New travelers
725294,The September Loyals
379572,The September Loyals
202293,The September Loyals
779211,The Pandemic Drop-offs
192013,The November Loyals
766562,Holiday Travelers
402624,New travelers
623478,The Summer-Fall Hybrids
405740,New travelers
819255,New travelers
359133,The January Average
337945,The October Loyals
535544,The October Loyals
193775,The December Loyals
326069,The June Loyals
874939,The December Loyals
432302,The September Loyals
951781,The June Loyals
436266,The Q4 Boomerang
708151,New travelers
693791,VIPs
611366,The Summer-Fall Hybrids
816196,The March Loyals
962801,The February Loyals
117033,The January Average
504078,The January Average
855998,The Q4 Boomerang
742669,The September Loyals
494887,The March Loyals
895651,The December Loyals
585162,New travelers
857629,The May Planners
702327,The March Loyals
430519,New travelers
123830,The Lost Holiday Drifters
441623,The October Loyals
246911,New travelers
120799,Holiday Travelers
607769,New travelers
626664,The March Loyals
695342,The May Planners
696329,The March Loyals
806639,The September Loyals
976596,The February Loyals
428523,The October Loyals
455937,The November Loyals
908301,The Dormant Browsers
931135,The September Loyals
955130,New travelers
191638,The January Average
338295,New travelers
704968,The September Loyals
473194,The February Loyals
923333,The December Loyals
371606,The March Loyals
907157,The January Average
611689,The October Loyals
830446,The June Loyals
741892,The February Loyals
143087,The May Planners
251436,The June Loyals
297568,The December Loyals
187025,The November Loyals
167177,The Q4 Boomerang
939752,The March Loyals
140483,The January Average
445338,The September Loyals
122166,The October Loyals
246581,New travelers
892066,The Q4 Boomerang
820406,The October Loyals
887228,The September Loyals
906836,The February Loyals
872335,The June Loyals
673399,The June Loyals
844540,The January Average
199513,The September Loyals
294172,The February Loyals
215294,New travelers
223018,The Q4 Boomerang
501699,The February Loyals
909547,The Q4 Boomerang
210442,New travelers
524536,New travelers
475991,The March Loyals
407340,The September Loyals
547559,The March Loyals
893771,The February Loyals
929009,The June Loyals
646359,The December Loyals
183523,The February Loyals
533509,The May Planners
517702,New travelers
414164,The January Average
428565,The May Planners
448142,The November Loyals
676289,The February Loyals
747339,The November Loyals
853871,The September Loyals
308591,The June Loyals
972157,The November Loyals
702005,The Q4 Boomerang
903146,The March Loyals
183626,The May Planners
184206,The December Loyals
111387,New travelers
880681,The October Loyals
390546,The September Loyals
256486,The February Loyals
961512,New travelers
349670,The May Planners
629995,The Q4 Boomerang
203409,The May Planners
587623,The May Planners
931097,The September Loyals
955649,The May Planners
756668,The Dormant Browsers
757060,New travelers
408863,The September Loyals
833305,The September Loyals
939932,The March Loyals
761114,The September Loyals
128245,The Lost Holiday Drifters
973407,The Q4 Boomerang
109029,New travelers
509514,The December Loyals
942287,New travelers
193212,The November Loyals
306112,New travelers
627970,The March Loyals
911663,The November Loyals
118365,The May Planners
716812,The September Loyals
839263,The September Loyals
862576,The October Loyals
479593,The February Loyals
521111,The March Loyals
861415,The March Loyals
256755,New travelers
727047,New travelers
926967,New travelers
784962,The March Loyals
997599,The September Loyals
367697,The October Loyals
522935,The February Loyals
982578,The September Loyals
212695,New travelers
497648,The Q4 Boomerang
890595,The June Loyals
375265,The September Loyals
794752,The June Loyals
950391,The May Planners
325802,The October Loyals
900801,New travelers
881304,The May Planners
780428,The September Loyals
266861,The December Loyals
137985,The September Loyals
620584,The March Loyals
812152,The Summer-Fall Hybrids
204926,The Pandemic Drop-offs
736459,The January Average
335246,New travelers
153586,The November Loyals
683910,The September Loyals
261832,The September Loyals
105214,The October Loyals
561041,The December Loyals
462495,The September Loyals
994219,New travelers
729581,The January Average
724513,New travelers
672391,The Q4 Boomerang
130446,The May Planners
225748,New travelers
239457,The March Loyals
253056,New travelers
271059,New travelers
357199,The Autumn Budget
852855,The Dormant Browsers
890646,The Dormant Browsers
114242,The June Loyals
472942,The September Loyals
346274,The November Loyals
148289,The Dormant Browsers
215719,The Q4 Boomerang
604471,The Lost Holiday Drifters
676409,The September Loyals
852995,The Summer-Fall Hybrids
799437,The December Loyals
452150,New travelers
893375,The December Loyals
480200,The December Loyals
338808,The Autumn Budget
653337,The March Loyals
908759,The October Loyals
489391,The September Loyals
249795,The Q4 Boomerang
558288,The Q4 Boomerang
748890,The March Loyals
507360,New travelers
517267,The November Loyals
454543,The May Planners
262369,The September Loyals
314328,The February Loyals
555218,The Dormant Browsers
445145,The October Loyals
657116,The September Loyals
236165,The March Loyals
502163,The September Loyals
551833,The September Loyals
995812,New travelers
198456,New travelers
355298,The September Loyals
754292,The November Loyals
639584,New travelers
447647,The January Average
261331,The November Loyals
582990,The Lost Holiday Drifters
120594,The September Loyals
315113,The October Loyals
413330,The Pandemic Drop-offs
958518,New travelers
688748,The Lost Holiday Drifters
352734,New travelers
450987,The Lost Holiday Drifters
767864,New travelers
385190,The June Loyals
916020,The January Average
663975,The Lost Holiday Drifters
548999,The January Average
851255,The September Loyals
468516,The March Loyals
427980,The November Loyals
804557,The September Loyals
900325,The Lost Holiday Drifters
156870,New travelers
222278,The September Loyals
463751,The October Loyals
614221,The Dormant Browsers
766777,The November Loyals
567151,The Dormant Browsers
981395,The September Loyals
572768,The Q4 Boomerang
612664,The February Loyals
244844,The Q4 Boomerang
292035,New travelers
277783,The October Loyals
917192,The September Loyals
602346,The December Loyals
816110,The September Loyals
928291,The January Average
656942,The September Loyals
924037,The September Loyals
856609,New travelers
142717,The February Loyals
156457,The December Loyals
968450,The May Planners
700770,The October Loyals
712605,The March Loyals
110476,The September Loyals
315337,New travelers
988149,The Q4 Boomerang
906178,The Summer-Fall Hybrids
633332,The Summer-Fall Hybrids
861162,The September Loyals
781110,The September Loyals
150883,The January Average
652741,New travelers
332003,New travelers
275386,The March Loyals
302066,New travelers
775304,Holiday Travelers
380627,The February Loyals
922741,New travelers
652862,The September Loyals
378153,New travelers
852786,New travelers
768959,New travelers
521699,The Lost Holiday Drifters
690637,The June Loyals
136430,The June Loyals
537852,The September Loyals
387568,The March Loyals
932599,New travelers
151627,The February Loyals
619596,Holiday Travelers
290507,The Q4 Boomerang
528363,The March Loyals
778030,The October Loyals
723091,The Autumn Budget
986126,New travelers
782100,The September Loyals
802519,New travelers
534464,The March Loyals
306231,The March Loyals
307296,The January Average
426994,The May Planners
321227,The February Loyals
802645,The September Loyals
203696,The November Loyals
433510,The October Loyals
607292,The November Loyals
996301,The Lost Holiday Drifters
918479,The June Loyals
226924,New travelers
135392,The September Loyals
147272,The February Loyals
356708,The Dormant Browsers
830811,The September Loyals
843816,New travelers
893866,The Dormant Browsers
435557,The February Loyals
686474,New travelers
271911,The February Loyals
211589,The September Loyals
455023,The March Loyals
157911,The December Loyals
163481,New travelers
840071,The September Loyals
992194,The September Loyals
944750,The November Loyals
314065,The January Average
579093,The Q4 Boomerang
298098,New travelers
811746,The February Loyals
621876,The September Loyals
508399,The September Loyals
523642,The May Planners
710598,The Summer-Fall Hybrids
115354,The September Loyals
346529,The February Loyals
740814,The December Loyals
968484,The December Loyals
170404,The November Loyals
311008,New travelers
470123,The September Loyals
360446,The March Loyals
471015,The October Loyals
697091,The October Loyals
926315,New travelers
790346,New travelers
230027,The January Average
877609,The May Planners
355669,The September Loyals
319059,The January Average
466477,The Lost Holiday Drifters
958931,The December Loyals
168123,The Q4 Boomerang
148942,The February Loyals
195994,The September Loyals
319430,The November Loyals
554255,New travelers
281550,The March Loyals
528173,The September Loyals
652809,New travelers
773397,The June Loyals
595529,New travelers
275118,The October Loyals
522851,New travelers
434658,The November Loyals
360485,New travelers
516984,The September Loyals
231641,The October Loyals
981150,The January Average
375056,The Dormant Browsers
756341,The May Planners
357161,The May Planners
802470,The September Loyals
925254,The September Loyals
501037,New travelers
555541,The January Average
182459,The January Average
103217,The June Loyals
597837,The November Loyals
724626,The Summer-Fall Hybrids
957572,The November Loyals
585854,The December Loyals
848998,The December Loyals
822305,The October Loyals
475172,The March Loyals
906316,The January Average
518561,The February Loyals
141614,The January Average
476327,The May Planners
829863,New travelers
360805,The September Loyals
659792,New travelers
798832,The December Loyals
939961,The March Loyals
501131,The September Loyals
837517,Holiday Travelers
491987,The September Loyals
664062,The December Loyals
184466,The January Average
660119,The January Average
361439,The October Loyals
178643,The October Loyals
636012,The March Loyals
714163,New travelers
911003,The January Average
972671,The Lost Holiday Drifters
526736,The Lost Holiday Drifters
382149,The September Loyals
383399,The October Loyals
919557,The January Average
924794,The September Loyals
232907,The Pandemic Drop-offs
814748,The September Loyals
861696,The September Loyals
222702,The Lost Holiday Drifters
890543,The March Loyals
611673,The September Loyals
485742,The January Average
933053,New travelers
340925,The September Loyals
862100,The June Loyals
845227,The May Planners
135574,The September Loyals
137952,The June Loyals
370066,The December Loyals
921776,The Summer-Fall Hybrids
428152,New travelers
956843,The March Loyals
180009,The December Loyals
410958,The Q4 Boomerang
517190,The October Loyals
793980,The September Loyals
100272,The October Loyals
227274,New travelers
609971,The June Loyals
829861,The February Loyals
277370,New travelers
503305,The February Loyals
735605,New travelers
509345,The May Planners
575571,The May Planners
890051,The May Planners
711795,The December Loyals
686432,New travelers
723457,The Q4 Boomerang
507567,The November Loyals
251223,The Summer-Fall Hybrids
982715,The January Average
333799,The September Loyals
159688,The September Loyals
641879,The Dormant Browsers
695686,The January Average
441135,The January Average
509809,The Summer-Fall Hybrids
192898,The December Loyals
427388,The Pandemic Drop-offs
473636,The September Loyals
637532,The January Average
618329,The January Average
335365,The September Loyals
445432,The September Loyals
159359,The Summer-Fall Hybrids
422349,The November Loyals
607117,The October Loyals
574163,The October Loyals
358513,The October Loyals
444661,The Lost Holiday Drifters
877034,New travelers
447092,The December Loyals
370877,The June Loyals
385593,The October Loyals
744234,The September Loyals
503560,The January Average
561481,The June Loyals
245227,New travelers
882718,The November Loyals
951116,The Dormant Browsers
112393,The May Planners
716932,The February Loyals
528712,The Q4 Boomerang
648596,The January Average
145192,New travelers
192816,New travelers
115805,The October Loyals
362055,The November Loyals
763618,The Lost Holiday Drifters
411897,The November Loyals
626973,The June Loyals
914920,New travelers
526629,The Autumn Budget
888901,The Lost Holiday Drifters
174803,The May Planners
560505,The November Loyals
208375,The Dormant Browsers
281118,The Autumn Budget
289139,The October Loyals
107212,The November Loyals
514145,The September Loyals
172983,The January Average
343605,The May Planners
400404,The Lost Holiday Drifters
961682,The February Loyals
645072,The February Loyals
345840,The Dormant Browsers
220802,The May Planners
543326,The May Planners
797675,The Pandemic Drop-offs
320042,The March Loyals
622610,The March Loyals
808353,The September Loyals
275846,New travelers
559721,The Summer-Fall Hybrids
787911,New travelers
577156,The December Loyals
787763,The November Loyals
511483,The Q4 Boomerang
830564,The September Loyals
316644,The December Loyals
506776,The September Loyals
876538,The June Loyals
217051,The January Average
832597,The September Loyals
804328,The January Average
836665,The May Planners
340736,New travelers
584426,New travelers
805013,The Dormant Browsers
740608,The September Loyals
122456,The September Loyals
366599,The September Loyals
857914,The September Loyals
815718,The February Loyals
597237,The May Planners
192556,The Q4 Boomerang
358384,The February Loyals
636177,The May Planners
445673,The September Loyals
925767,The Q4 Boomerang
542089,The Lost Holiday Drifters
494062,The Summer-Fall Hybrids
392098,The June Loyals
336451,New travelers
677976,The Lost Holiday Drifters
240942,The March Loyals
221204,The November Loyals
473204,The September Loyals
326823,The June Loyals
745769,The November Loyals
407924,New travelers
206890,The February Loyals
748174,New travelers
604724,The February Loyals
225262,The September Loyals
164013,The January Average
392619,The November Loyals
794136,The September Loyals
405735,The October Loyals
941109,The Dormant Browsers
691700,The November Loyals
208668,New travelers
636753,The Autumn Budget
191917,The January Average
140208,The September Loyals
179590,The November Loyals
186539,The October Loyals
345099,The December Loyals
745565,New travelers
767428,The December Loyals
436475,The January Average
893549,The September Loyals
751664,The December Loyals
876409,The January Average
781480,The May Planners
251521,New travelers
688902,New travelers
488811,The Summer-Fall Hybrids
918756,The December Loyals
442609,The September Loyals
780104,The Lost Holiday Drifters
473758,The February Loyals
572066,New travelers
689000,The September Loyals
379041,New travelers
990728,New travelers
698443,The Summer-Fall Hybrids
500248,The September Loyals
724989,The October Loyals
385092,The Dormant Browsers
679075,The November Loyals
489335,The September Loyals
932261,New travelers
354295,The March Loyals
805574,The January Average
227808,The Summer-Fall Hybrids
126239,The March Loyals
833317,The January Average
884992,New travelers
313673,New travelers
499518,The March Loyals
466998,The May Planners
753452,The September Loyals
652047,The September Loyals
305807,The February Loyals
152499,The Lost Holiday Drifters
449441,New travelers
769346,The November Loyals
150751,New travelers
548228,The December Loyals
959027,New travelers
238649,The December Loyals
196905,The November Loyals
114700,New travelers
107385,The Q4 Boomerang
228820,The Q4 Boomerang
342407,The February Loyals
881584,New travelers
133463,New travelers
775158,New travelers
507008,The Q4 Boomerang
123538,New travelers
187141,The Summer-Fall Hybrids
783789,The June Loyals
320784,The June Loyals
485787,The September Loyals
608517,The October Loyals
664856,The Dormant Browsers
819664,The June Loyals
698546,The May Planners
346532,The Lost Holiday Drifters
302980,New travelers
287942,The November Loyals
963644,The January Average
199358,New travelers
253046,The September Loyals
402052,The March Loyals
833891,The March Loyals
192554,The June Loyals
242719,New travelers
278568,New travelers
252082,The June Loyals
456177,New travelers
737519,The September Loyals
412487,The January Average
565171,The November Loyals
418470,The Q4 Boomerang
266298,The Lost Holiday Drifters
551429,The May Planners
172059,The March Loyals
268643,New travelers
105063,New travelers
620094,The June Loyals
175191,New travelers
849705,The November Loyals
695624,The March Loyals
908374,The October Loyals
978349,The November Loyals
924031,New travelers
213432,The December Loyals
248952,The November Loyals
296579,The Dormant Browsers
715947,The March Loyals
146839,The February Loyals
186754,The December Loyals
984409,The November Loyals
631051,The June Loyals
148208,The October Loyals
539704,The November Loyals
852863,The October Loyals
246722,The Autumn Budget
526975,New travelers
654249,New travelers
689818,The June Loyals
791280,The January Average
211755,The December Loyals
318180,The November Loyals
602150,The June Loyals
196514,The May Planners
169270,New travelers
767678,New travelers
212762,The November Loyals
896075,The October Loyals
107141,The May Planners
124207,New travelers
496831,The Q4 Boomerang
985765,The September Loyals
605849,The September Loyals
514395,The September Loyals
595235,The May Planners
250854,The March Loyals
974265,New travelers
517262,New travelers
587800,The September Loyals
634269,The Pandemic Drop-offs
735790,The September Loyals
861700,The Q4 Boomerang
197063,New travelers
927446,The Q4 Boomerang
100585,The September Loyals
540011,The September Loyals
854243,The November Loyals
560528,The September Loyals
586401,The Dormant Browsers
857161,The February Loyals
777531,The March Loyals
841636,The January Average
229166,The September Loyals
319868,The November Loyals
545010,New travelers
394321,The March Loyals
732880,New travelers
686783,The December Loyals
777108,The May Planners
129328,New travelers
106038,The September Loyals
355707,New travelers
580493,The Q4 Boomerang
630920,New travelers
439013,The Summer-Fall Hybrids
501109,The September Loyals
517295,The October Loyals
212579,The Q4 Boomerang
711823,The February Loyals
759093,The December Loyals
438641,The March Loyals
743953,New travelers
687820,The September Loyals
320996,The Dormant Browsers
806196,The March Loyals
188655,The November Loyals
547342,The Autumn Budget
819498,The Q4 Boomerang
568769,The February Loyals
873579,The December Loyals
660047,The May Planners
492367,The Q4 Boomerang
315482,The January Average
121183,The June Loyals
409512,The September Loyals
464606,The January Average
619916,The December Loyals
435777,New travelers
862159,The October Loyals
646519,The January Average
445024,The September Loyals
846864,The March Loyals
627244,New travelers
409984,The Q4 Boomerang
765428,The September Loyals
229842,The December Loyals
106637,The March Loyals
349278,Holiday Travelers
991084,The February Loyals
234836,The Pandemic Drop-offs
277788,The September Loyals
330741,The November Loyals
341725,The September Loyals
390343,The May Planners
673192,The September Loyals
954973,The March Loyals
381901,The May Planners
866606,The March Loyals
835508,The September Loyals
723476,The February Loyals
274431,The June Loyals
897293,The September Loyals
472787,The September Loyals
127496,New travelers
317260,The Q4 Boomerang
249639,New travelers
483631,The Pandemic Drop-offs
355099,New travelers
445073,The January Average
216719,The June Loyals
488009,The Dormant Browsers
992538,The June Loyals
467382,The October Loyals
425411,The December Loyals
536124,The October Loyals
420627,The June Loyals
102311,The September Loyals
405500,The December Loyals
668213,The March Loyals
835975,New travelers
294728,The October Loyals
373118,New travelers
744441,New travelers
831035,The February Loyals
887892,The September Loyals
918048,The October Loyals
468945,The May Planners
692685,The September Loyals
938093,The October Loyals
566737,The November Loyals
733889,The May Planners
679414,New travelers
431533,The September Loyals
590485,The September Loyals
816983,The December Loyals
379752,The January Average
723298,The February Loyals
635907,The Q4 Boomerang
558469,New travelers
132045,The Autumn Budget
393806,The December Loyals
473409,The October Loyals
369361,The November Loyals
672430,The May Planners
669890,The May Planners
579847,The October Loyals
889525,New travelers
103340,The March Loyals
779291,The June Loyals
225891,The October Loyals
360902,The May Planners
573475,The October Loyals
657777,New travelers
528260,New travelers
544752,The September Loyals
619840,The December Loyals
972787,The Autumn Budget
756867,The June Loyals
509044,The September Loyals
930041,New travelers
674281,The June Loyals
358255,New travelers
795908,New travelers
766969,The May Planners
975218,New travelers
491242,The Q4 Boomerang
526374,VIPs
545883,The Summer-Fall Hybrids
528055,The October Loyals
683126,The December Loyals
969924,The June Loyals
296088,New travelers
848736,The Dormant Browsers
969860,New travelers
281585,The January Average
398074,New travelers
991419,The March Loyals
217761,The Pandemic Drop-offs
732488,The January Average
799157,The November Loyals
648653,The September Loyals
837733,The November Loyals
326961,The September Loyals
472540,The December Loyals
411298,The March Loyals
823761,The January Average
674497,The October Loyals
645653,The September Loyals
663918,The September Loyals
868744,The December Loyals
277281,The October Loyals
127127,The December Loyals
561640,The March Loyals
969277,The March Loyals
896853,New travelers
557640,The September Loyals
511922,The Q4 Boomerang
184045,The December Loyals
368391,The Autumn Budget
672635,New travelers
131001,The June Loyals
209831,The September Loyals
313815,The December Loyals
991442,The Pandemic Drop-offs
853621,New travelers
173548,The September Loyals
937430,The January Average
767089,The December Loyals
846950,The May Planners
910142,The May Planners
824486,The December Loyals
485258,The Lost Holiday Drifters
525765,The December Loyals
924217,New travelers
795714,New travelers
969626,The March Loyals
564959,The February Loyals
722154,New travelers
736109,The September Loyals
994225,The October Loyals
819246,New travelers
498923,The June Loyals
569880,The September Loyals
341185,The March Loyals
858106,The September Loyals
900133,The February Loyals
635805,The Pandemic Drop-offs
717308,The May Planners
625524,The December Loyals
723347,The September Loyals
433116,New travelers
547542,The December Loyals
921410,New travelers
685533,The October Loyals
492695,The Autumn Budget
818114,The October Loyals
358586,New travelers
505962,The January Average
857538,The September Loyals
786624,The February Loyals
898427,The May Planners
462128,The October Loyals
976004,New travelers
633339,New travelers
732081,The January Average
908519,The September Loyals
930893,The Dormant Browsers
693625,The May Planners
596462,The Summer-Fall Hybrids
196845,The September Loyals
284442,The Dormant Browsers
234256,The September Loyals
182490,The November Loyals
985341,The January Average
537405,The Q4 Boomerang
193037,The Q4 Boomerang
277145,The May Planners
550769,The May Planners
245066,New travelers
696431,The September Loyals
998507,The January Average
283822,The June Loyals
221345,The November Loyals
530119,New travelers
106946,The September Loyals
493800,The June Loyals
299204,The Dormant Browsers
352377,The February Loyals
680839,The November Loyals
694158,The December Loyals
310681,New travelers
439574,The September Loyals
610096,The Summer-Fall Hybrids
656572,The December Loyals
971488,The June Loyals
973609,The Q4 Boomerang
158995,New travelers
442252,The March Loyals
365156,New travelers
757704,New travelers
142800,New travelers
475034,New travelers
694497,The March Loyals
644769,The January Average
751351,The June Loyals
699243,The September Loyals
543449,The Q4 Boomerang
756833,The September Loyals
180140,The March Loyals
108440,The March Loyals
322294,New travelers
489856,New travelers
702478,The October Loyals
974617,The May Planners
909242,The November Loyals
847609,The September Loyals
200764,New travelers
386936,New travelers
313461,The October Loyals
108528,The September Loyals
671933,The June Loyals
772438,The September Loyals
263812,The September Loyals
593684,The January Average
515639,New travelers
361827,The January Average
641327,The March Loyals
996794,The November Loyals
209850,New travelers
334143,The November Loyals
839694,The January Average
910809,New travelers
249723,The September Loyals
918021,The November Loyals
473259,New travelers
138981,The November Loyals
525202,New travelers
178077,The February Loyals
377489,The October Loyals
515386,The September Loyals
448823,The Lost Holiday Drifters
559723,The December Loyals
293100,The Lost Holiday Drifters
676203,The May Planners
996616,The February Loyals
895085,The September Loyals
706747,New travelers
347142,The October Loyals
142354,The September Loyals
345682,The September Loyals
618601,The March Loyals
252110,The Pandemic Drop-offs
906884,New travelers
409454,The December Loyals
161103,The February Loyals
171047,The June Loyals
244132,The September Loyals
855981,New travelers
446991,The October Loyals
940187,The Q4 Boomerang
574674,The September Loyals
140891,The May Planners
571670,The November Loyals
863599,The November Loyals
512599,The Dormant Browsers
572836,The Lost Holiday Drifters
475950,The Autumn Budget
530621,New travelers
737756,The September Loyals
185835,The October Loyals
113220,The Summer-Fall Hybrids
653441,The May Planners
860980,The November Loyals
445247,New travelers
366744,The June Loyals
748198,The October Loyals
543881,The Pandemic Drop-offs
793126,The May Planners
551809,The December Loyals
789206,The March Loyals
128041,The November Loyals
253528,The May Planners
339927,The February Loyals
434470,The January Average
440671,New travelers
741421,The May Planners
863108,The January Average
580201,The March Loyals
459991,New travelers
966391,The March Loyals
239749,New travelers
600884,The May Planners
848250,The September Loyals
858626,The December Loyals
377742,New travelers
475249,New travelers
681722,The May Planners
745668,The September Loyals
393206,The Dormant Browsers
467143,The February Loyals
277139,The January Average
842210,The Dormant Browsers
299412,The October Loyals
168026,The June Loyals
626217,New travelers
604645,The Dormant Browsers
204686,The November Loyals
614721,The March Loyals
756928,The January Average
884433,The November Loyals
901442,The March Loyals
871740,New travelers
484765,New travelers
585277,The February Loyals
285074,New travelers
503938,The February Loyals
982096,The December Loyals
813652,The November Loyals
939741,The Dormant Browsers
650704,The June Loyals
379962,The March Loyals
534510,The Pandemic Drop-offs
649855,The September Loyals
214354,The September Loyals
255951,The May Planners
355781,New travelers
875707,The Dormant Browsers
167575,The Pandemic Drop-offs
635509,New travelers
516791,The May Planners
725510,The Q4 Boomerang
189139,The March Loyals
109203,The October Loyals
161766,The November Loyals
798662,The October Loyals
964206,The Q4 Boomerang
516544,The November Loyals
513820,The May Planners
429921,The September Loyals
626746,The September Loyals
739284,The February Loyals
674375,New travelers
692121,New travelers
457374,New travelers
362134,New travelers
836964,The January Average
952093,The October Loyals
890404,The Dormant Browsers
909075,The May Planners
314258,The March Loyals
566767,The March Loyals
596787,The May Planners
465412,The February Loyals
399678,The June Loyals
701036,The Dormant Browsers
647672,The May Planners
772019,The September Loyals
160320,The October Loyals
987978,Holiday Travelers
771133,New travelers
193747,The December Loyals
883505,The September Loyals
336025,The November Loyals
545659,The November Loyals
529390,The December Loyals
617263,The September Loyals
729394,The June Loyals
596171,The Summer-Fall Hybrids
777931,The June Loyals
434081,The September Loyals
408651,The May Planners
734556,The Pandemic Drop-offs
534452,The November Loyals
443896,The November Loyals
257985,The Dormant Browsers
108462,The March Loyals
492158,The January Average
809218,The November Loyals
244308,The October Loyals
451448,New travelers
554453,The June Loyals
299210,The January Average
241849,The October Loyals
164363,The June Loyals
780389,New travelers
922206,The January Average
651835,The December Loyals
668959,The February Loyals
371672,The February Loyals
537722,The November Loyals
732606,The May Planners
840741,The June Loyals
868037,The September Loyals
938126,New travelers
230560,New travelers
283133,The March Loyals
341897,New travelers
823986,The Q4 Boomerang
606563,The October Loyals
619693,The October Loyals
467013,New travelers
547649,The September Loyals
606396,New travelers
257864,New travelers
313982,The September Loyals
793838,The May Planners
855883,The October Loyals
154172,The February Loyals
425720,The Summer-Fall Hybrids
566802,New travelers
973104,New travelers
421822,New travelers
863035,The March Loyals
550834,New travelers
638264,New travelers
249841,The September Loyals
684133,The Summer-Fall Hybrids
563188,The October Loyals
578167,The December Loyals
649972,The Pandemic Drop-offs
588095,The December Loyals
916851,The November Loyals
946001,The May Planners
578020,The May Planners
581419,New travelers
766691,The Lost Holiday Drifters
631839,The September Loyals
170710,The March Loyals
734226,The Lost Holiday Drifters
241495,The Dormant Browsers
829663,The September Loyals
443231,The February Loyals
382748,The May Planners
291336,The February Loyals
481293,The May Planners
377050,The May Planners
481048,The September Loyals
183305,The January Average
675104,The September Loyals
814703,The October Loyals
221643,The May Planners
547802,The May Planners
733603,The October Loyals
708258,The November Loyals
212862,The March Loyals
643480,The March Loyals
234562,The September Loyals
659536,The September Loyals
683920,The February Loyals
138768,The September Loyals
879185,The February Loyals
865803,The Q4 Boomerang
173531,The March Loyals
552755,The Lost Holiday Drifters
994877,The Dormant Browsers
635715,The September Loyals
885480,The December Loyals
786710,The September Loyals
500782,The September Loyals
425472,The February Loyals
445675,The September Loyals
101644,New travelers
115529,The September Loyals
358375,New travelers
771932,The Lost Holiday Drifters
820164,The September Loyals
869284,The December Loyals
362165,The May Planners
548202,New travelers
898162,The February Loyals
509928,The November Loyals
821419,New travelers
869971,The March Loyals
117342,The December Loyals
634418,The January Average
141742,The Q4 Boomerang
256574,The February Loyals
557597,New travelers
884040,The September Loyals
687170,The Dormant Browsers
153600,The June Loyals
271929,The September Loyals
761459,The September Loyals
185153,The March Loyals
879542,The October Loyals
534764,The Q4 Boomerang
574899,The November Loyals
212484,The Q4 Boomerang
394569,The Lost Holiday Drifters
847938,New travelers
969632,The May Planners
952938,The June Loyals
316970,New travelers
200863,VIPs
308197,The September Loyals
355994,The September Loyals
416105,New travelers
872774,The November Loyals
540291,New travelers
386649,The December Loyals
242387,New travelers
484225,New travelers
520428,The October Loyals
461325,New travelers
297520,The December Loyals
410963,The September Loyals
382980,The February Loyals
791809,The September Loyals
598059,The November Loyals
335421,The September Loyals
710255,The September Loyals
280895,The October Loyals
959453,New travelers
565040,The October Loyals
781354,The May Planners
838657,The February Loyals
576576,The January Average
825254,New travelers
579034,The May Planners
140977,VIPs
710069,The October Loyals
745938,New travelers
772181,The May Planners
838008,The Dormant Browsers
614063,The September Loyals
779171,The Summer-Fall Hybrids
134847,New travelers
198123,The March Loyals
727095,The September Loyals
243751,The Summer-Fall Hybrids
294580,The February Loyals
879964,New travelers
406294,The October Loyals
675710,New travelers
368591,The September Loyals
437086,The September Loyals
579318,The February Loyals
721456,The Dormant Browsers
697840,New travelers
296146,The February Loyals
117832,New travelers
165827,The March Loyals
297427,New travelers
726472,New travelers
299769,The Q4 Boomerang
208967,The February Loyals
667860,The February Loyals
769030,The December Loyals
966891,The March Loyals
253210,The March Loyals
368118,The Autumn Budget
368122,The March Loyals
217862,The September Loyals
296997,The March Loyals
316752,The March Loyals
771757,The September Loyals
482525,The September Loyals
664183,New travelers
963170,New travelers
822102,The Q4 Boomerang
541239,The Q4 Boomerang
783145,The October Loyals
195806,The March Loyals
931054,New travelers
942194,New travelers
679994,The Summer-Fall Hybrids
792698,The Autumn Budget
198836,The November Loyals
838232,The September Loyals
277494,The September Loyals
535367,The September Loyals
