Loyalty#,Behavioral_Cluster_Name
269960,"Stable average travelers
(Loyal)"
519726,"Growing travelers
(Now average)"
327530,"Consistent low travelers
(Use points)"
511342,"Points accumulator currently
(2021)"
708458,Low-travel individuals
254575,"Points accumulator currently
(2021)"
229692,"Gained customers
(Now traveling average)"
301563,"Stable average travelers
(Loyal)"
613234,"Formers Points accumulator
(2020)"
731160,"Consistent low travelers
(Use points)"
194959,"Growing travelers
(Now average)"
973951,"Formers Points accumulator
(2020)"
770651,Low-travel individuals
910336,Low-travel individuals
304601,"Consistent low travelers
(Use points)"
553412,"Formers Points accumulator
(2020)"
568484,"Points accumulator currently
(2021)"
166911,"Points accumulator currently
(2021)"
803747,"Points accumulator currently
(2021)"
307166,"Formers Points accumulator
(2020)"
799857,"Points accumulator currently
(2021)"
648648,"Consistent low travelers
(Use points)"
301794,"Growing travelers
(Now average)"
286954,"Consistent low travelers
(Use points)"
705262,"Gained customers
(Now traveling average)"
430221,Low-travel individuals
695428,"Gained customers
(Now traveling average)"
772437,"Formers Points accumulator
(2020)"
834270,"Points accumulator currently
(2021)"
867840,"Gained customers
(Now traveling average)"
673934,"Consistent low travelers
(Use points)"
355184,"Formers Points accumulator
(2020)"
839295,"Consistent low travelers
(Use points)"
920966,"Points accumulator currently
(2021)"
992072,"Stable average travelers
(Loyal)"
159233,"Growing travelers
(Now average)"
145480,"Points accumulator currently
(2021)"
371191,"Consistent low travelers
(Use points)"
514552,"Consistent low travelers
(Use points)"
615673,"Points accumulator currently
(2021)"
692252,"Points accumulator currently
(2021)"
828481,"Points accumulator currently
(2021)"
210752,"Consistent low travelers
(Use points)"
115405,"Points accumulator currently
(2021)"
655085,Low-travel individuals
956619,"Growing travelers
(Now average)"
754774,"Consistent low travelers
(Use points)"
289354,"Formers Points accumulator
(2020)"
613908,"Formers Points accumulator
(2020)"
538979,"Growing travelers
(Now average)"
754264,"Consistent low travelers
(Use points)"
149430,Low-travel individuals
634423,"Points accumulator currently
(2021)"
342679,"Points accumulator currently
(2021)"
717806,"Points accumulator currently
(2021)"
226511,"Consistent low travelers
(Use points)"
586100,"Formers Points accumulator
(2020)"
566808,"Formers Points accumulator
(2020)"
665548,"Formers Points accumulator
(2020)"
327470,"Points accumulator currently
(2021)"
584017,"Points accumulator currently
(2021)"
287414,"Points accumulator currently
(2021)"
227008,"Points accumulator currently
(2021)"
540918,"Stable average travelers
(Loyal)"
408931,"Stable average travelers
(Loyal)"
518771,"Points accumulator currently
(2021)"
148368,"Stable average travelers
(Loyal)"
371164,"Consistent low travelers
(Use points)"
299278,"Stable average travelers
(Loyal)"
526644,"Stable average travelers
(Loyal)"
898122,"Gained customers
(Now traveling average)"
681309,"Formers Points accumulator
(2020)"
894620,"Consistent low travelers
(Use points)"
217792,"Stable average travelers
(Loyal)"
290024,"Points accumulator currently
(2021)"
429933,"Stable average travelers
(Loyal)"
920545,"Points accumulator currently
(2021)"
407173,"Points accumulator currently
(2021)"
307321,Low-travel individuals
720007,"Formers Points accumulator
(2020)"
954424,"Formers Points accumulator
(2020)"
258799,"Gained customers
(Now traveling average)"
491253,"Points accumulator currently
(2021)"
144756,"Points accumulator currently
(2021)"
670040,"Points accumulator currently
(2021)"
634807,"Formers Points accumulator
(2020)"
129429,"Points accumulator currently
(2021)"
966285,"Consistent low travelers
(Use points)"
340691,"Points accumulator currently
(2021)"
959364,"Growing travelers
(Now average)"
597630,"Lost custumers
(Traveled more before)"
630869,"Consistent low travelers
(Use points)"
974500,"Formers Points accumulator
(2020)"
296736,"Points accumulator currently
(2021)"
438263,"Consistent low travelers
(Use points)"
601583,"Consistent low travelers
(Use points)"
352581,"Lost custumers
(Traveled more before)"
664684,"Gained customers
(Now traveling average)"
526663,"Growing travelers
(Now average)"
707042,"Points accumulator currently
(2021)"
134180,"Consistent low travelers
(Use points)"
539537,"Points accumulator currently
(2021)"
260155,"Stable average travelers
(Loyal)"
697079,Low-travel individuals
420222,"Stable average travelers
(Loyal)"
580586,"Formers Points accumulator
(2020)"
833627,"Gained customers
(Now traveling average)"
110099,"Stable average travelers
(Loyal)"
332208,"Points accumulator currently
(2021)"
709123,"Consistent low travelers
(Use points)"
347861,"Formers Points accumulator
(2020)"
668000,"Formers Points accumulator
(2020)"
641123,"Stable average travelers
(Loyal)"
788332,"Consistent low travelers
(Use points)"
415327,"Points accumulator currently
(2021)"
531793,"Stable average travelers
(Loyal)"
598016,"Points accumulator currently
(2021)"
121751,Low-travel individuals
361892,"Stable average travelers
(Loyal)"
201564,"Consistent low travelers
(Use points)"
550213,"Points accumulator currently
(2021)"
173485,"Stable average travelers
(Loyal)"
571017,"Stable average travelers
(Loyal)"
455594,"Stable average travelers
(Loyal)"
330249,"Formers Points accumulator
(2020)"
794348,"Lost custumers
(Traveled more before)"
561874,"Formers Points accumulator
(2020)"
319504,"Points accumulator currently
(2021)"
105835,"Gained customers
(Now traveling average)"
372069,"Growing travelers
(Now average)"
600013,"Gained customers
(Now traveling average)"
722629,"Points accumulator currently
(2021)"
556266,"Stable average travelers
(Loyal)"
842405,"Gained customers
(Now traveling average)"
919668,"Growing travelers
(Now average)"
925433,"Consistent low travelers
(Use points)"
489781,"Consistent low travelers
(Use points)"
462459,"Growing travelers
(Now average)"
595681,"Formers Points accumulator
(2020)"
680754,Low-travel individuals
742854,"Gained customers
(Now traveling average)"
488130,"Stable average travelers
(Loyal)"
426317,"Consistent low travelers
(Use points)"
485383,"Formers Points accumulator
(2020)"
140077,"Gained customers
(Now traveling average)"
264018,"Points accumulator currently
(2021)"
348732,"Growing travelers
(Now average)"
553254,"Formers Points accumulator
(2020)"
706918,"Points accumulator currently
(2021)"
790287,Low-travel individuals
811612,Low-travel individuals
494552,Low-travel individuals
667615,"Gained customers
(Now traveling average)"
754175,"Growing travelers
(Now average)"
755276,"Consistent low travelers
(Use points)"
952493,"Formers Points accumulator
(2020)"
815626,"Formers Points accumulator
(2020)"
957008,"Points accumulator currently
(2021)"
124351,"Lost custumers
(Traveled more before)"
895601,"Consistent low travelers
(Use points)"
192651,"Points accumulator currently
(2021)"
644417,"Lost custumers
(Traveled more before)"
881943,"Gained customers
(Now traveling average)"
642409,Low-travel individuals
234047,"Points accumulator currently
(2021)"
366911,"Stable average travelers
(Loyal)"
424540,"Formers Points accumulator
(2020)"
255718,"Stable average travelers
(Loyal)"
874589,"Lost custumers
(Traveled more before)"
725705,"Consistent low travelers
(Use points)"
463890,"Points accumulator currently
(2021)"
760842,"Formers Points accumulator
(2020)"
377302,"Lost custumers
(Traveled more before)"
364931,"Consistent low travelers
(Use points)"
920954,"Formers Points accumulator
(2020)"
103362,Low-travel individuals
953097,"Formers Points accumulator
(2020)"
146067,"Formers Points accumulator
(2020)"
842390,"Points accumulator currently
(2021)"
620741,"Growing travelers
(Now average)"
848003,"Stable average travelers
(Loyal)"
833024,"Stable average travelers
(Loyal)"
457525,"Stable average travelers
(Loyal)"
220315,"Gained customers
(Now traveling average)"
324881,"Points accumulator currently
(2021)"
233646,"Points accumulator currently
(2021)"
809016,"Growing travelers
(Now average)"
350675,"Stable average travelers
(Loyal)"
773219,"Growing travelers
(Now average)"
129515,"Consistent low travelers
(Use points)"
146760,"Formers Points accumulator
(2020)"
510841,"Points accumulator currently
(2021)"
261229,"Formers Points accumulator
(2020)"
496728,"Stable average travelers
(Loyal)"
549862,"Formers Points accumulator
(2020)"
277430,Low-travel individuals
728043,"Gained customers
(Now traveling average)"
533666,"Consistent low travelers
(Use points)"
645600,"Formers Points accumulator
(2020)"
441340,"Consistent low travelers
(Use points)"
587591,"Formers Points accumulator
(2020)"
642449,"Growing travelers
(Now average)"
514917,"Stable average travelers
(Loyal)"
401422,Low-travel individuals
260712,"Growing travelers
(Now average)"
979075,"Gained customers
(Now traveling average)"
441359,"Formers Points accumulator
(2020)"
256135,"Consistent low travelers
(Use points)"
765261,"Growing travelers
(Now average)"
900359,"Gained customers
(Now traveling average)"
704112,"Consistent low travelers
(Use points)"
756543,"Formers Points accumulator
(2020)"
141497,Low-travel individuals
643026,"Consistent low travelers
(Use points)"
325498,"Consistent low travelers
(Use points)"
287385,Low-travel individuals
871145,"Formers Points accumulator
(2020)"
843158,"Stable average travelers
(Loyal)"
896947,"Stable average travelers
(Loyal)"
453719,"Formers Points accumulator
(2020)"
784537,"Consistent low travelers
(Use points)"
346809,"Points accumulator currently
(2021)"
757938,"Points accumulator currently
(2021)"
950915,"Points accumulator currently
(2021)"
764544,"Formers Points accumulator
(2020)"
745738,"Consistent low travelers
(Use points)"
401007,"Consistent low travelers
(Use points)"
981674,"Stable average travelers
(Loyal)"
723055,"Consistent low travelers
(Use points)"
357375,"Points accumulator currently
(2021)"
958143,"Points accumulator currently
(2021)"
328754,"Formers Points accumulator
(2020)"
946258,"Consistent low travelers
(Use points)"
302957,"Points accumulator currently
(2021)"
774234,"Consistent low travelers
(Use points)"
557289,"Consistent low travelers
(Use points)"
603531,"Stable average travelers
(Loyal)"
368523,"Gained customers
(Now traveling average)"
274179,Low-travel individuals
833679,"Consistent low travelers
(Use points)"
742062,"Formers Points accumulator
(2020)"
789303,"Formers Points accumulator
(2020)"
299366,"Lost custumers
(Traveled more before)"
666952,"Formers Points accumulator
(2020)"
289863,"Stable average travelers
(Loyal)"
773390,"Formers Points accumulator
(2020)"
240476,"Stable average travelers
(Loyal)"
865411,"Gained customers
(Now traveling average)"
727446,"Consistent low travelers
(Use points)"
858557,"Stable average travelers
(Loyal)"
388639,"Consistent low travelers
(Use points)"
317137,"Gained customers
(Now traveling average)"
925413,"Stable average travelers
(Loyal)"
650553,"Formers Points accumulator
(2020)"
536066,"Stable average travelers
(Loyal)"
286641,"Consistent low travelers
(Use points)"
561219,"Points accumulator currently
(2021)"
154864,"Consistent low travelers
(Use points)"
144565,"Points accumulator currently
(2021)"
536535,"Points accumulator currently
(2021)"
921563,"Points accumulator currently
(2021)"
231843,"Formers Points accumulator
(2020)"
841437,"Stable average travelers
(Loyal)"
608601,"Consistent low travelers
(Use points)"
694388,"Points accumulator currently
(2021)"
441439,"Consistent low travelers
(Use points)"
496159,"Growing travelers
(Now average)"
804239,"Points accumulator currently
(2021)"
818870,"Gained customers
(Now traveling average)"
627502,Low-travel individuals
881106,Low-travel individuals
347997,Low-travel individuals
530281,"Stable average travelers
(Loyal)"
806839,"Growing travelers
(Now average)"
415896,"Points accumulator currently
(2021)"
441782,"Formers Points accumulator
(2020)"
109840,"Points accumulator currently
(2021)"
631683,"Consistent low travelers
(Use points)"
980952,"Consistent low travelers
(Use points)"
492812,"Points accumulator currently
(2021)"
969689,"Formers Points accumulator
(2020)"
688410,"Stable average travelers
(Loyal)"
102184,"Formers Points accumulator
(2020)"
292084,"Formers Points accumulator
(2020)"
964047,"Consistent low travelers
(Use points)"
997370,"Lost custumers
(Traveled more before)"
277285,"Points accumulator currently
(2021)"
696897,"Consistent low travelers
(Use points)"
744698,"Points accumulator currently
(2021)"
374107,"Points accumulator currently
(2021)"
558854,"Points accumulator currently
(2021)"
988223,Low-travel individuals
335137,"Consistent low travelers
(Use points)"
347431,"Stable average travelers
(Loyal)"
299397,"Gained customers
(Now traveling average)"
426791,"Consistent low travelers
(Use points)"
595965,"Stable average travelers
(Loyal)"
481893,"Stable average travelers
(Loyal)"
456432,"Stable average travelers
(Loyal)"
326240,"Lost custumers
(Traveled more before)"
500060,"Formers Points accumulator
(2020)"
699750,"Formers Points accumulator
(2020)"
754338,"Formers Points accumulator
(2020)"
729518,"Consistent low travelers
(Use points)"
146037,"Formers Points accumulator
(2020)"
305687,"Formers Points accumulator
(2020)"
633140,"Stable average travelers
(Loyal)"
326267,"Points accumulator currently
(2021)"
696026,"Lost custumers
(Traveled more before)"
868161,"Stable average travelers
(Loyal)"
169932,"Formers Points accumulator
(2020)"
751829,"Consistent low travelers
(Use points)"
114743,"Consistent low travelers
(Use points)"
488884,"Growing travelers
(Now average)"
663150,"Stable average travelers
(Loyal)"
261573,"Formers Points accumulator
(2020)"
126216,"Stable average travelers
(Loyal)"
261283,"Lost custumers
(Traveled more before)"
247471,"Formers Points accumulator
(2020)"
473144,"Consistent low travelers
(Use points)"
652614,"Growing travelers
(Now average)"
682103,"Points accumulator currently
(2021)"
902693,"Consistent low travelers
(Use points)"
904805,"Consistent low travelers
(Use points)"
703852,"Lost custumers
(Traveled more before)"
497194,"Stable average travelers
(Loyal)"
907950,"Consistent low travelers
(Use points)"
154136,"Lost custumers
(Traveled more before)"
687412,"Consistent low travelers
(Use points)"
183374,"Points accumulator currently
(2021)"
509607,"Gained customers
(Now traveling average)"
997964,"Consistent low travelers
(Use points)"
562411,"Points accumulator currently
(2021)"
121236,"Lost custumers
(Traveled more before)"
490860,"Points accumulator currently
(2021)"
633458,"Points accumulator currently
(2021)"
377289,"Stable average travelers
(Loyal)"
463298,Low-travel individuals
444259,"Stable average travelers
(Loyal)"
836984,Low-travel individuals
660922,"Points accumulator currently
(2021)"
599491,"Stable average travelers
(Loyal)"
732362,"Formers Points accumulator
(2020)"
724510,Low-travel individuals
967298,"Stable average travelers
(Loyal)"
137185,"Points accumulator currently
(2021)"
528229,"Consistent low travelers
(Use points)"
607696,"Formers Points accumulator
(2020)"
358968,"Growing travelers
(Now average)"
327163,"Points accumulator currently
(2021)"
883230,"Stable average travelers
(Loyal)"
262508,"Growing travelers
(Now average)"
963100,"Points accumulator currently
(2021)"
436971,"Gained customers
(Now traveling average)"
619141,"Lost custumers
(Traveled more before)"
928082,"Stable average travelers
(Loyal)"
960934,"Growing travelers
(Now average)"
734824,"Stable average travelers
(Loyal)"
296689,"Growing travelers
(Now average)"
965698,"Stable average travelers
(Loyal)"
742319,"Points accumulator currently
(2021)"
894048,"Formers Points accumulator
(2020)"
103436,"Stable average travelers
(Loyal)"
509060,"Growing travelers
(Now average)"
768255,"Gained customers
(Now traveling average)"
934280,"Consistent low travelers
(Use points)"
310983,"Formers Points accumulator
(2020)"
357971,"Points accumulator currently
(2021)"
545144,"Gained customers
(Now traveling average)"
752548,"Consistent low travelers
(Use points)"
402332,"Formers Points accumulator
(2020)"
603082,"Gained customers
(Now traveling average)"
131815,"Points accumulator currently
(2021)"
873177,"Formers Points accumulator
(2020)"
667517,"Gained customers
(Now traveling average)"
719719,Low-travel individuals
307859,"Points accumulator currently
(2021)"
750300,"Stable average travelers
(Loyal)"
114924,"Growing travelers
(Now average)"
821944,"Lost custumers
(Traveled more before)"
202052,"Formers Points accumulator
(2020)"
976605,"Formers Points accumulator
(2020)"
462974,"Consistent low travelers
(Use points)"
105921,"Stable average travelers
(Loyal)"
192405,"Formers Points accumulator
(2020)"
819448,Low-travel individuals
273984,"Points accumulator currently
(2021)"
846033,Low-travel individuals
556313,"Formers Points accumulator
(2020)"
366932,"Lost custumers
(Traveled more before)"
621279,"Growing travelers
(Now average)"
641159,"Consistent low travelers
(Use points)"
163002,"Consistent low travelers
(Use points)"
210247,"Gained customers
(Now traveling average)"
238939,"Lost custumers
(Traveled more before)"
756636,Low-travel individuals
224666,"Gained customers
(Now traveling average)"
810482,"Formers Points accumulator
(2020)"
976489,"Gained customers
(Now traveling average)"
701216,"Growing travelers
(Now average)"
321666,"Stable average travelers
(Loyal)"
582883,"Stable average travelers
(Loyal)"
138759,Low-travel individuals
953281,"Points accumulator currently
(2021)"
690862,"Points accumulator currently
(2021)"
705980,"Stable average travelers
(Loyal)"
105251,"Lost custumers
(Traveled more before)"
474921,"Stable average travelers
(Loyal)"
464166,"Stable average travelers
(Loyal)"
811430,Low-travel individuals
711248,"Growing travelers
(Now average)"
691626,"Gained customers
(Now traveling average)"
142812,"Points accumulator currently
(2021)"
756515,"Formers Points accumulator
(2020)"
552945,Low-travel individuals
847502,"Lost custumers
(Traveled more before)"
962637,"Growing travelers
(Now average)"
811162,"Formers Points accumulator
(2020)"
247721,"Points accumulator currently
(2021)"
950832,"Formers Points accumulator
(2020)"
548238,"Consistent low travelers
(Use points)"
383962,Low-travel individuals
512580,"Lost custumers
(Traveled more before)"
430555,"Formers Points accumulator
(2020)"
583610,"Points accumulator currently
(2021)"
199792,Low-travel individuals
481987,"Lost custumers
(Traveled more before)"
664052,"Formers Points accumulator
(2020)"
212130,"Formers Points accumulator
(2020)"
109903,"Formers Points accumulator
(2020)"
173416,"Formers Points accumulator
(2020)"
586056,"Consistent low travelers
(Use points)"
524379,"Consistent low travelers
(Use points)"
627791,"Formers Points accumulator
(2020)"
393888,"Consistent low travelers
(Use points)"
791678,"Points accumulator currently
(2021)"
704267,"Gained customers
(Now traveling average)"
432920,"Points accumulator currently
(2021)"
168418,"Points accumulator currently
(2021)"
996539,"Points accumulator currently
(2021)"
420786,"Consistent low travelers
(Use points)"
762951,"Formers Points accumulator
(2020)"
638152,"Consistent low travelers
(Use points)"
447275,"Formers Points accumulator
(2020)"
773019,"Gained customers
(Now traveling average)"
654288,"Formers Points accumulator
(2020)"
573078,"Gained customers
(Now traveling average)"
623154,"Lost custumers
(Traveled more before)"
205256,"Points accumulator currently
(2021)"
266604,"Stable average travelers
(Loyal)"
601586,"Stable average travelers
(Loyal)"
450698,"Formers Points accumulator
(2020)"
879844,"Consistent low travelers
(Use points)"
745383,Low-travel individuals
625784,"Consistent low travelers
(Use points)"
107067,"Stable average travelers
(Loyal)"
812628,Low-travel individuals
109956,"Lost custumers
(Traveled more before)"
214020,"Points accumulator currently
(2021)"
463070,Low-travel individuals
686224,"Points accumulator currently
(2021)"
564973,"Stable average travelers
(Loyal)"
239970,"Stable average travelers
(Loyal)"
530113,"Gained customers
(Now traveling average)"
662209,"Points accumulator currently
(2021)"
121095,"Stable average travelers
(Loyal)"
529746,"Gained customers
(Now traveling average)"
240330,"Consistent low travelers
(Use points)"
110752,"Stable average travelers
(Loyal)"
737221,"Lost custumers
(Traveled more before)"
637641,"Stable average travelers
(Loyal)"
970976,"Points accumulator currently
(2021)"
680445,"Points accumulator currently
(2021)"
180219,"Gained customers
(Now traveling average)"
170544,"Growing travelers
(Now average)"
916634,Low-travel individuals
817456,"Formers Points accumulator
(2020)"
582646,"Gained customers
(Now traveling average)"
651006,"Consistent low travelers
(Use points)"
122517,Low-travel individuals
769560,"Stable average travelers
(Loyal)"
852094,"Stable average travelers
(Loyal)"
550262,"Gained customers
(Now traveling average)"
769763,"Consistent low travelers
(Use points)"
858957,"Formers Points accumulator
(2020)"
117456,"Formers Points accumulator
(2020)"
597267,"Formers Points accumulator
(2020)"
541009,"Stable average travelers
(Loyal)"
702686,"Gained customers
(Now traveling average)"
707698,"Growing travelers
(Now average)"
118076,"Stable average travelers
(Loyal)"
674462,"Formers Points accumulator
(2020)"
702406,"Points accumulator currently
(2021)"
611538,"Points accumulator currently
(2021)"
163083,"Consistent low travelers
(Use points)"
404417,"Formers Points accumulator
(2020)"
350863,"Stable average travelers
(Loyal)"
988921,"Stable average travelers
(Loyal)"
989527,Low-travel individuals
336141,"Stable average travelers
(Loyal)"
451528,"Gained customers
(Now traveling average)"
397053,"Points accumulator currently
(2021)"
475500,"Points accumulator currently
(2021)"
493925,"Points accumulator currently
(2021)"
271365,"Points accumulator currently
(2021)"
795607,Low-travel individuals
620792,"Lost custumers
(Traveled more before)"
464044,"Stable average travelers
(Loyal)"
921102,"Growing travelers
(Now average)"
431521,"Stable average travelers
(Loyal)"
497861,"Stable average travelers
(Loyal)"
101594,"Stable average travelers
(Loyal)"
283066,"Stable average travelers
(Loyal)"
800016,"Consistent low travelers
(Use points)"
918276,"Stable average travelers
(Loyal)"
679531,"Lost custumers
(Traveled more before)"
843972,"Formers Points accumulator
(2020)"
166333,"Points accumulator currently
(2021)"
743263,"Stable average travelers
(Loyal)"
924493,"Points accumulator currently
(2021)"
169950,Low-travel individuals
345978,Low-travel individuals
569319,"Growing travelers
(Now average)"
212304,"Gained customers
(Now traveling average)"
329300,"Stable average travelers
(Loyal)"
369715,"Gained customers
(Now traveling average)"
186146,Low-travel individuals
348740,"Formers Points accumulator
(2020)"
780504,"Stable average travelers
(Loyal)"
374585,"Consistent low travelers
(Use points)"
955773,"Gained customers
(Now traveling average)"
276289,"Gained customers
(Now traveling average)"
417082,"Formers Points accumulator
(2020)"
217967,"Lost custumers
(Traveled more before)"
473622,"Stable average travelers
(Loyal)"
473548,"Points accumulator currently
(2021)"
800268,"Gained customers
(Now traveling average)"
182124,"Stable average travelers
(Loyal)"
684022,"Formers Points accumulator
(2020)"
161650,"Lost custumers
(Traveled more before)"
329660,"Growing travelers
(Now average)"
954174,"Points accumulator currently
(2021)"
934271,Low-travel individuals
653698,"Stable average travelers
(Loyal)"
997945,"Points accumulator currently
(2021)"
709948,"Formers Points accumulator
(2020)"
451886,"Consistent low travelers
(Use points)"
460043,"Formers Points accumulator
(2020)"
150141,Low-travel individuals
215257,"Formers Points accumulator
(2020)"
240135,"Gained customers
(Now traveling average)"
822507,"Consistent low travelers
(Use points)"
641997,"Stable average travelers
(Loyal)"
759370,"Points accumulator currently
(2021)"
359693,"Formers Points accumulator
(2020)"
786613,"Formers Points accumulator
(2020)"
242348,"Formers Points accumulator
(2020)"
902148,"Stable average travelers
(Loyal)"
487807,"Points accumulator currently
(2021)"
855261,"Points accumulator currently
(2021)"
771285,"Points accumulator currently
(2021)"
499875,"Formers Points accumulator
(2020)"
361434,"Formers Points accumulator
(2020)"
522924,"Stable average travelers
(Loyal)"
807211,"Consistent low travelers
(Use points)"
330468,"Consistent low travelers
(Use points)"
655715,"Stable average travelers
(Loyal)"
693212,"Consistent low travelers
(Use points)"
970154,"Stable average travelers
(Loyal)"
737906,"Consistent low travelers
(Use points)"
542002,"Points accumulator currently
(2021)"
675541,"Points accumulator currently
(2021)"
868152,"Formers Points accumulator
(2020)"
527337,"Stable average travelers
(Loyal)"
942102,"Formers Points accumulator
(2020)"
137973,"Gained customers
(Now traveling average)"
937385,"Growing travelers
(Now average)"
810621,"Formers Points accumulator
(2020)"
396984,"Consistent low travelers
(Use points)"
567670,Low-travel individuals
440209,"Formers Points accumulator
(2020)"
796692,"Points accumulator currently
(2021)"
912797,"Points accumulator currently
(2021)"
874035,"Gained customers
(Now traveling average)"
490479,"Stable average travelers
(Loyal)"
380099,"Consistent low travelers
(Use points)"
154173,Low-travel individuals
202807,"Formers Points accumulator
(2020)"
593340,"Formers Points accumulator
(2020)"
445451,"Formers Points accumulator
(2020)"
729561,"Gained customers
(Now traveling average)"
792229,"Consistent low travelers
(Use points)"
152778,"Points accumulator currently
(2021)"
476431,"Stable average travelers
(Loyal)"
872619,"Growing travelers
(Now average)"
730771,"Formers Points accumulator
(2020)"
165265,"Points accumulator currently
(2021)"
128754,"Lost custumers
(Traveled more before)"
232290,"Formers Points accumulator
(2020)"
313292,"Gained customers
(Now traveling average)"
687593,Low-travel individuals
470469,"Stable average travelers
(Loyal)"
624569,"Gained customers
(Now traveling average)"
203143,"Lost custumers
(Traveled more before)"
500022,"Stable average travelers
(Loyal)"
385718,"Formers Points accumulator
(2020)"
519826,"Points accumulator currently
(2021)"
297101,"Consistent low travelers
(Use points)"
430503,"Stable average travelers
(Loyal)"
612074,"Points accumulator currently
(2021)"
639145,"Points accumulator currently
(2021)"
701223,"Stable average travelers
(Loyal)"
837580,"Points accumulator currently
(2021)"
792086,"Formers Points accumulator
(2020)"
114021,"Stable average travelers
(Loyal)"
740992,"Stable average travelers
(Loyal)"
824610,"Points accumulator currently
(2021)"
832062,"Stable average travelers
(Loyal)"
773112,"Stable average travelers
(Loyal)"
829291,"Formers Points accumulator
(2020)"
211575,"Points accumulator currently
(2021)"
201339,"Points accumulator currently
(2021)"
261273,Low-travel individuals
406254,"Points accumulator currently
(2021)"
517614,Low-travel individuals
547357,"Formers Points accumulator
(2020)"
934267,"Stable average travelers
(Loyal)"
849673,"Formers Points accumulator
(2020)"
244925,"Growing travelers
(Now average)"
561620,"Points accumulator currently
(2021)"
298883,Low-travel individuals
979776,"Formers Points accumulator
(2020)"
154652,"Formers Points accumulator
(2020)"
326564,"Stable average travelers
(Loyal)"
594997,"Consistent low travelers
(Use points)"
570116,"Points accumulator currently
(2021)"
632720,"Stable average travelers
(Loyal)"
154230,"Formers Points accumulator
(2020)"
647894,"Consistent low travelers
(Use points)"
167660,"Formers Points accumulator
(2020)"
950403,"Points accumulator currently
(2021)"
644014,"Formers Points accumulator
(2020)"
582257,"Stable average travelers
(Loyal)"
542180,"Points accumulator currently
(2021)"
118511,"Lost custumers
(Traveled more before)"
793618,"Points accumulator currently
(2021)"
682533,Low-travel individuals
599873,Low-travel individuals
294738,"Consistent low travelers
(Use points)"
336484,"Points accumulator currently
(2021)"
733906,"Points accumulator currently
(2021)"
661744,"Formers Points accumulator
(2020)"
721088,"Formers Points accumulator
(2020)"
846953,"Points accumulator currently
(2021)"
827164,"Points accumulator currently
(2021)"
614350,"Formers Points accumulator
(2020)"
982446,"Consistent low travelers
(Use points)"
256434,"Stable average travelers
(Loyal)"
673872,Low-travel individuals
563749,"Points accumulator currently
(2021)"
788159,"Stable average travelers
(Loyal)"
823628,"Gained customers
(Now traveling average)"
799064,Low-travel individuals
603433,Low-travel individuals
617670,"Stable average travelers
(Loyal)"
382671,"Points accumulator currently
(2021)"
517405,"Points accumulator currently
(2021)"
542696,"Points accumulator currently
(2021)"
700260,"Points accumulator currently
(2021)"
881156,Low-travel individuals
857481,"Consistent low travelers
(Use points)"
792412,"Lost custumers
(Traveled more before)"
734952,"Growing travelers
(Now average)"
428649,"Points accumulator currently
(2021)"
552576,"Formers Points accumulator
(2020)"
389565,"Stable average travelers
(Loyal)"
420148,"Points accumulator currently
(2021)"
479815,"Points accumulator currently
(2021)"
790649,"Formers Points accumulator
(2020)"
799919,"Points accumulator currently
(2021)"
903648,"Stable average travelers
(Loyal)"
657668,"Gained customers
(Now traveling average)"
859549,"Growing travelers
(Now average)"
754436,"Gained customers
(Now traveling average)"
138993,"Consistent low travelers
(Use points)"
491351,"Points accumulator currently
(2021)"
481018,"Points accumulator currently
(2021)"
495473,"Stable average travelers
(Loyal)"
789826,"Stable average travelers
(Loyal)"
289968,"Consistent low travelers
(Use points)"
319501,"Consistent low travelers
(Use points)"
940711,"Formers Points accumulator
(2020)"
263433,"Stable average travelers
(Loyal)"
189817,"Consistent low travelers
(Use points)"
850123,Low-travel individuals
852394,"Stable average travelers
(Loyal)"
414157,"Formers Points accumulator
(2020)"
684155,"Formers Points accumulator
(2020)"
777714,"Formers Points accumulator
(2020)"
147891,"Points accumulator currently
(2021)"
724660,"Consistent low travelers
(Use points)"
352078,"Points accumulator currently
(2021)"
582427,"Formers Points accumulator
(2020)"
273198,"Points accumulator currently
(2021)"
653637,"Formers Points accumulator
(2020)"
217204,"Consistent low travelers
(Use points)"
627826,"Consistent low travelers
(Use points)"
481955,"Points accumulator currently
(2021)"
716236,"Lost custumers
(Traveled more before)"
762474,"Gained customers
(Now traveling average)"
924793,"Stable average travelers
(Loyal)"
537038,"Points accumulator currently
(2021)"
171257,"Consistent low travelers
(Use points)"
969913,"Formers Points accumulator
(2020)"
935738,"Stable average travelers
(Loyal)"
185285,"Growing travelers
(Now average)"
714270,"Formers Points accumulator
(2020)"
562305,"Consistent low travelers
(Use points)"
615528,"Consistent low travelers
(Use points)"
420515,"Formers Points accumulator
(2020)"
311952,"Lost custumers
(Traveled more before)"
320191,"Formers Points accumulator
(2020)"
536603,"Gained customers
(Now traveling average)"
642000,"Stable average travelers
(Loyal)"
405698,"Gained customers
(Now traveling average)"
593506,"Stable average travelers
(Loyal)"
496371,"Points accumulator currently
(2021)"
631661,"Points accumulator currently
(2021)"
207195,"Growing travelers
(Now average)"
745290,"Growing travelers
(Now average)"
489956,"Points accumulator currently
(2021)"
498793,"Points accumulator currently
(2021)"
648365,"Stable average travelers
(Loyal)"
