Loyalty#,Value_Based_Cluster_Name
851549,New engaged
851562,Fly fanatics
851563,New engaged
851830,Long-tenure
851836,Fly fanatics
851871,Long-tenure
851901,High-Value Frequent Flyers
851931,Long-tenure
851981,High-Value Frequent Flyers
851982,Fly fanatics
851986,Long-tenure
852006,High-Value Frequent Flyers
852094,Long-tenure
852253,New Low-Value Customers
852310,Fly fanatics
852323,Long-tenure
852392,New engaged
852394,Long-tenure
852520,Fly fanatics
852571,Long-tenure
852572,New Low-Value Customers
852573,New engaged
852597,Fly fanatics
852786,New Low-Value Customers
852855,New engaged
852863,Long-tenure
852995,New engaged
853003,New Low-Value Customers
853039,Fly fanatics
853232,Lost Occasional Travelers
853266,Lost Occasional Travelers
853272,Fly fanatics
853417,Long-tenure
853421,New engaged
853438,High-Value Frequent Flyers
853540,New Low-Value Customers
853565,Lost Occasional Travelers
853603,Fly fanatics
853608,Fly fanatics
853621,New Low-Value Customers
853641,Long-tenure
853704,Fly fanatics
853826,Fly fanatics
853871,Long-tenure
853894,New engaged
853957,Long-tenure
854077,Long-tenure
854243,Long-tenure
854249,Long-tenure
854610,Fly fanatics
854704,Long-tenure
854709,Fly fanatics
854812,Fly fanatics
854831,New Low-Value Customers
854835,Lost Occasional Travelers
854884,New engaged
854902,Fly fanatics
854969,New Low-Value Customers
854998,New engaged
855007,Long-tenure
855026,New engaged
855050,New Low-Value Customers
855153,Lost Occasional Travelers
855190,New Low-Value Customers
855198,Fly fanatics
855261,New engaged
855372,Fly fanatics
855381,Lost Occasional Travelers
855383,New engaged
855384,New engaged
855394,New Low-Value Customers
855400,Fly fanatics
855451,New Low-Value Customers
855506,Long-tenure
855530,High-Value Frequent Flyers
855559,New engaged
855602,New Low-Value Customers
855635,High-Value Frequent Flyers
855721,Long-tenure
855883,Long-tenure
855922,Long-tenure
855981,New Low-Value Customers
855998,New Low-Value Customers
856074,Long-tenure
856229,New Low-Value Customers
856348,Fly fanatics
856364,New engaged
856406,New Low-Value Customers
856483,New Low-Value Customers
856496,High-Value Low transactions
856502,Long-tenure
856609,New Low-Value Customers
856654,Long-tenure
856667,Fly fanatics
856705,Fly fanatics
856782,New engaged
856818,New Low-Value Customers
856830,Fly fanatics
856942,New engaged
857159,New engaged
857161,Fly fanatics
857219,Lost Occasional Travelers
857247,Long-tenure
857292,High-Value Frequent Flyers
857353,Fly fanatics
857481,New engaged
857497,Fly fanatics
857516,Long-tenure
857538,New engaged
857619,New engaged
857629,Long-tenure
857682,New engaged
857708,Long-tenure
857771,Lost Occasional Travelers
857814,Long-tenure
857845,New engaged
857878,New engaged
857912,New Low-Value Customers
857914,Long-tenure
857942,New engaged
857946,New engaged
857971,New engaged
858013,New engaged
858106,Fly fanatics
858196,Long-tenure
858222,New Low-Value Customers
858228,High-Value Low transactions
858266,New engaged
858294,Fly fanatics
858341,Fly fanatics
858352,New engaged
858417,New engaged
858445,Fly fanatics
858453,Long-tenure
858557,Fly fanatics
858563,High-Value Frequent Flyers
858626,Long-tenure
858667,Fly fanatics
858669,Fly fanatics
858674,Fly fanatics
858802,Fly fanatics
858817,High-Value Low transactions
858957,Long-tenure
858961,Long-tenure
859144,Lost Occasional Travelers
859176,New engaged
859218,Reengaged Customers
859258,New Low-Value Customers
859343,Lost Occasional Travelers
859508,New Low-Value Customers
859516,High-Value Frequent Flyers
859549,Long-tenure
859553,High-Value Low transactions
859730,High-Value Frequent Flyers
859821,New engaged
859871,New Low-Value Customers
859957,Fly fanatics
859972,Long-tenure
860017,Long-tenure
860032,High-Value Low transactions
860099,New Low-Value Customers
860172,Long-tenure
860206,High-Value Low transactions
860528,High-Value Low transactions
860602,Fly fanatics
860657,New engaged
860684,Fly fanatics
860724,Long-tenure
860809,Fly fanatics
860848,Fly fanatics
860980,Long-tenure
861058,Long-tenure
861079,New Low-Value Customers
861095,Fly fanatics
861104,Fly fanatics
861156,New engaged
861162,Long-tenure
861191,Long-tenure
861330,New Low-Value Customers
861336,Long-tenure
861415,Long-tenure
861470,New engaged
861480,Reengaged Customers
861558,Fly fanatics
861629,High-Value Low transactions
861669,New engaged
861675,New engaged
861696,Long-tenure
861700,New engaged
861867,New Low-Value Customers
861877,New engaged
861879,Lost Occasional Travelers
861924,Long-tenure
862096,New engaged
862097,Fly fanatics
862100,Fly fanatics
862159,Long-tenure
862212,New Low-Value Customers
862258,Fly fanatics
862576,New engaged
862659,Lost Occasional Travelers
862932,New engaged
862979,New engaged
863019,Fly fanatics
863035,Long-tenure
863070,High-Value Frequent Flyers
863093,New Low-Value Customers
863108,Long-tenure
863122,New Low-Value Customers
863219,High-Value Frequent Flyers
863223,Fly fanatics
863259,Long-tenure
863262,High-Value Frequent Flyers
863280,New engaged
863349,Long-tenure
863384,Long-tenure
863392,High-Value Low transactions
863432,New engaged
863459,High-Value Frequent Flyers
863516,High-Value Frequent Flyers
863599,New engaged
863626,Long-tenure
863744,Long-tenure
863751,New engaged
863809,New Low-Value Customers
863884,New engaged
864084,Fly fanatics
864128,High-Value Frequent Flyers
864161,Long-tenure
864288,New engaged
864318,Long-tenure
864324,New engaged
864327,High-Value Frequent Flyers
864456,New engaged
864485,Fly fanatics
864806,Long-tenure
864845,New engaged
864967,New Low-Value Customers
865066,New Low-Value Customers
865198,High-Value Frequent Flyers
865352,Reengaged Customers
865401,Long-tenure
865406,Fly fanatics
865411,Reengaged Customers
865429,High-Value Frequent Flyers
865494,New Low-Value Customers
865654,Lost Occasional Travelers
865727,New Low-Value Customers
865737,New engaged
865759,New Low-Value Customers
865803,New Low-Value Customers
865855,High-Value Frequent Flyers
865977,Long-tenure
866073,High-Value Frequent Flyers
866168,Long-tenure
866242,New engaged
866295,Lost Occasional Travelers
866302,New engaged
866307,New engaged
866362,New engaged
866403,High-Value Frequent Flyers
866417,New Low-Value Customers
866455,High-Value Frequent Flyers
866501,New Low-Value Customers
866604,Long-tenure
866606,Fly fanatics
866701,New engaged
866815,New Low-Value Customers
866983,High-Value Frequent Flyers
866995,New Low-Value Customers
867046,New Low-Value Customers
867056,Fly fanatics
867070,New Low-Value Customers
867112,High-Value Frequent Flyers
867284,High-Value Low transactions
867289,High-Value Frequent Flyers
867301,High-Value Frequent Flyers
867327,Fly fanatics
867446,New engaged
867472,Fly fanatics
867532,New Low-Value Customers
867561,Reengaged Customers
867624,Long-tenure
867757,New engaged
867780,Long-tenure
867801,New engaged
867833,Long-tenure
867840,New Low-Value Customers
868025,New engaged
868037,Long-tenure
868152,Long-tenure
868154,High-Value Frequent Flyers
868161,Fly fanatics
868230,Fly fanatics
868250,Long-tenure
868552,New Low-Value Customers
868568,High-Value Frequent Flyers
868659,New Low-Value Customers
868719,Long-tenure
868744,Fly fanatics
868767,Long-tenure
868830,Lost Occasional Travelers
868912,New engaged
868926,New engaged
869116,Long-tenure
869133,High-Value Frequent Flyers
869164,Long-tenure
869190,High-Value Frequent Flyers
869226,New engaged
869283,New engaged
869284,Fly fanatics
869471,High-Value Frequent Flyers
869504,High-Value Frequent Flyers
869672,New Low-Value Customers
869743,Lost Occasional Travelers
869799,New engaged
869804,High-Value Frequent Flyers
869971,Long-tenure
870022,New engaged
870039,High-Value Frequent Flyers
870045,New engaged
870120,High-Value Frequent Flyers
870169,New Low-Value Customers
870203,New engaged
870223,New Low-Value Customers
870281,High-Value Low transactions
870522,Fly fanatics
870574,New engaged
870687,Fly fanatics
870764,Long-tenure
870857,Long-tenure
870998,Fly fanatics
871022,New Low-Value Customers
871045,Long-tenure
871074,Long-tenure
871094,Long-tenure
871124,Long-tenure
871145,New engaged
871188,New Low-Value Customers
871203,New Low-Value Customers
871206,Long-tenure
871219,High-Value Frequent Flyers
871287,Long-tenure
871380,Fly fanatics
871445,Fly fanatics
871606,Fly fanatics
871627,New Low-Value Customers
871739,Lost Occasional Travelers
871740,New Low-Value Customers
871972,Long-tenure
871980,Long-tenure
872069,Lost Occasional Travelers
872079,New Low-Value Customers
872234,Fly fanatics
872297,New Low-Value Customers
872315,New Low-Value Customers
872335,New engaged
872619,New engaged
872676,High-Value Frequent Flyers
872752,High-Value Low transactions
872774,Long-tenure
872814,Long-tenure
872932,Fly fanatics
872946,New engaged
873022,Lost Occasional Travelers
873045,Long-tenure
873116,Long-tenure
873169,Fly fanatics
873177,Long-tenure
873180,New Low-Value Customers
873297,Lost Occasional Travelers
873415,Long-tenure
873436,Long-tenure
873458,New engaged
873468,Long-tenure
873488,Long-tenure
873498,Long-tenure
873551,New Low-Value Customers
873554,Fly fanatics
873579,Long-tenure
873761,New engaged
873886,Long-tenure
873945,Long-tenure
873965,Lost Occasional Travelers
873977,Long-tenure
874035,New Low-Value Customers
874044,Long-tenure
874104,Long-tenure
874158,New Low-Value Customers
874161,New Low-Value Customers
874184,Fly fanatics
874267,High-Value Frequent Flyers
874336,Long-tenure
874363,New Low-Value Customers
874374,Fly fanatics
874415,New Low-Value Customers
874589,Lost Occasional Travelers
874601,New Low-Value Customers
874612,Lost Occasional Travelers
874614,Long-tenure
874842,New Low-Value Customers
874876,New Low-Value Customers
874937,New Low-Value Customers
874939,Fly fanatics
874984,New engaged
875086,New Low-Value Customers
875212,New engaged
875232,Long-tenure
875473,New Low-Value Customers
875483,Long-tenure
875485,Lost Occasional Travelers
875560,New engaged
875657,Long-tenure
875707,New Low-Value Customers
875789,High-Value Low transactions
875796,New Low-Value Customers
875819,High-Value Low transactions
876006,Fly fanatics
876057,Long-tenure
876083,Long-tenure
876207,Fly fanatics
876232,Long-tenure
876254,New engaged
876269,Long-tenure
876319,Long-tenure
876326,Long-tenure
876409,Long-tenure
876426,Long-tenure
876538,Fly fanatics
876569,New engaged
876755,Long-tenure
876757,New Low-Value Customers
876765,Reengaged Customers
876850,Fly fanatics
877008,New Low-Value Customers
877034,New Low-Value Customers
877101,New engaged
877124,New engaged
877152,New Low-Value Customers
877242,Fly fanatics
877251,Long-tenure
877346,New Low-Value Customers
877352,Lost Occasional Travelers
877384,Long-tenure
877419,Lost Occasional Travelers
877488,Fly fanatics
877595,New engaged
877603,High-Value Frequent Flyers
877609,New engaged
877630,New engaged
877654,Long-tenure
877730,Long-tenure
877945,Long-tenure
878240,High-Value Frequent Flyers
878281,Fly fanatics
878284,New Low-Value Customers
878388,Long-tenure
878510,Lost Occasional Travelers
878518,Reengaged Customers
878568,Long-tenure
878575,High-Value Frequent Flyers
878582,New engaged
878633,Fly fanatics
878653,Fly fanatics
878816,New Low-Value Customers
878909,Fly fanatics
878929,New engaged
879036,Long-tenure
879177,Long-tenure
879185,Fly fanatics
879260,New Low-Value Customers
879265,Fly fanatics
879416,New Low-Value Customers
879462,Fly fanatics
879506,Long-tenure
879542,Long-tenure
879601,Long-tenure
879787,New engaged
879844,Long-tenure
879892,New Low-Value Customers
879904,Long-tenure
879964,New Low-Value Customers
880033,Long-tenure
880065,High-Value Frequent Flyers
880205,Long-tenure
880402,High-Value Low transactions
880406,New engaged
880436,Long-tenure
880505,Long-tenure
880580,New Low-Value Customers
880619,High-Value Low transactions
880681,New engaged
880709,High-Value Low transactions
880740,High-Value Low transactions
880805,High-Value Low transactions
880849,Long-tenure
880948,Long-tenure
881000,Long-tenure
881001,New engaged
881106,New Low-Value Customers
881142,Lost Occasional Travelers
881156,New Low-Value Customers
881157,New engaged
881198,Fly fanatics
881304,Long-tenure
881362,High-Value Frequent Flyers
881413,High-Value Frequent Flyers
881584,New Low-Value Customers
881628,Lost Occasional Travelers
881741,New Low-Value Customers
881749,High-Value Frequent Flyers
881818,New engaged
881828,High-Value Frequent Flyers
881846,Long-tenure
881871,New engaged
881943,New engaged
881983,High-Value Frequent Flyers
882024,New Low-Value Customers
882025,Fly fanatics
882044,Fly fanatics
882084,New Low-Value Customers
882263,New engaged
882353,Long-tenure
882409,High-Value Low transactions
882466,New engaged
882544,Fly fanatics
882590,High-Value Frequent Flyers
882718,Fly fanatics
882725,High-Value Frequent Flyers
882911,High-Value Frequent Flyers
883002,Long-tenure
883025,New Low-Value Customers
883055,Long-tenure
883056,New Low-Value Customers
883065,Long-tenure
883155,Long-tenure
883174,Fly fanatics
883212,Fly fanatics
883230,Long-tenure
883242,New Low-Value Customers
883255,Fly fanatics
883376,New Low-Value Customers
883468,Lost Occasional Travelers
883489,Long-tenure
883505,New engaged
883574,Long-tenure
883660,Fly fanatics
883702,New engaged
883755,Long-tenure
883773,Long-tenure
883816,New engaged
883841,Long-tenure
883852,New engaged
883963,New engaged
883968,Long-tenure
884040,Long-tenure
884062,Fly fanatics
884088,New engaged
884089,Long-tenure
884433,Long-tenure
884505,Fly fanatics
884522,Long-tenure
884530,New Low-Value Customers
884611,New Low-Value Customers
884691,New engaged
884708,New engaged
884844,New engaged
884875,Long-tenure
884909,Long-tenure
885007,Fly fanatics
885176,High-Value Low transactions
885274,Fly fanatics
885357,New engaged
885386,High-Value Low transactions
885474,Fly fanatics
885480,Fly fanatics
885497,New Low-Value Customers
885682,New engaged
885723,Fly fanatics
885739,New engaged
885763,High-Value Frequent Flyers
885848,New engaged
885871,High-Value Low transactions
885888,Long-tenure
885933,Fly fanatics
886086,New engaged
886127,Long-tenure
886227,Reengaged Customers
886299,New Low-Value Customers
886361,New Low-Value Customers
886439,New engaged
886677,Fly fanatics
886764,New Low-Value Customers
886876,High-Value Low transactions
887117,New Low-Value Customers
887192,New Low-Value Customers
887209,High-Value Frequent Flyers
887228,Fly fanatics
887266,Fly fanatics
887328,Fly fanatics
887464,Long-tenure
887511,New engaged
887605,New Low-Value Customers
887609,High-Value Low transactions
887730,Long-tenure
887748,New engaged
887892,Long-tenure
887995,Long-tenure
888049,High-Value Frequent Flyers
888115,New engaged
888131,New Low-Value Customers
888291,Fly fanatics
888297,Long-tenure
888316,Lost Occasional Travelers
888357,High-Value Frequent Flyers
888404,Reengaged Customers
888417,Long-tenure
888430,New Low-Value Customers
888506,Long-tenure
888649,Fly fanatics
888901,Lost Occasional Travelers
889023,New Low-Value Customers
889061,Long-tenure
889501,Lost Occasional Travelers
889525,New Low-Value Customers
889569,High-Value Frequent Flyers
889671,Fly fanatics
889687,Long-tenure
889697,Fly fanatics
889786,New engaged
889796,Long-tenure
890051,New engaged
890232,Lost Occasional Travelers
890395,Fly fanatics
890404,New Low-Value Customers
890437,Long-tenure
890447,New engaged
890543,Long-tenure
890595,New engaged
890617,Long-tenure
890646,New Low-Value Customers
890650,New Low-Value Customers
890673,New Low-Value Customers
890753,New Low-Value Customers
890882,New Low-Value Customers
890936,High-Value Frequent Flyers
891012,Long-tenure
891046,New engaged
891097,Long-tenure
891128,Long-tenure
891179,Long-tenure
891237,New engaged
891335,Long-tenure
891413,New engaged
891516,Reengaged Customers
891604,Fly fanatics
891647,New engaged
891696,Fly fanatics
891727,Fly fanatics
891790,Long-tenure
891810,Long-tenure
891903,New engaged
891931,New Low-Value Customers
892022,Long-tenure
892066,New Low-Value Customers
892068,Long-tenure
892079,Long-tenure
892199,New engaged
892219,Long-tenure
892227,New engaged
892258,High-Value Frequent Flyers
892502,Long-tenure
892616,New engaged
892630,New Low-Value Customers
892632,Fly fanatics
892701,Long-tenure
892723,Long-tenure
892797,High-Value Frequent Flyers
892967,New engaged
892994,Fly fanatics
893040,High-Value Frequent Flyers
893057,New engaged
893120,Reengaged Customers
893127,Reengaged Customers
893266,Fly fanatics
893294,Long-tenure
893375,Fly fanatics
893427,New Low-Value Customers
893549,Long-tenure
893555,Lost Occasional Travelers
893574,New Low-Value Customers
893632,High-Value Low transactions
893661,New engaged
893725,High-Value Frequent Flyers
893771,Fly fanatics
893789,New engaged
893863,High-Value Frequent Flyers
893866,New Low-Value Customers
893909,New engaged
894041,Long-tenure
894048,New engaged
894099,New Low-Value Customers
894111,Long-tenure
894175,New engaged
894322,High-Value Low transactions
894340,Long-tenure
894436,Long-tenure
894448,High-Value Frequent Flyers
894466,Long-tenure
894478,Fly fanatics
894532,New Low-Value Customers
894608,Fly fanatics
894620,Fly fanatics
894691,New Low-Value Customers
894724,New Low-Value Customers
894788,Fly fanatics
894799,Long-tenure
894919,Fly fanatics
895080,High-Value Low transactions
895085,Fly fanatics
895185,Fly fanatics
895267,Fly fanatics
895346,Fly fanatics
895433,High-Value Frequent Flyers
895451,Long-tenure
895537,New engaged
895544,Long-tenure
895560,Fly fanatics
895601,Long-tenure
895651,Long-tenure
895684,Fly fanatics
895725,Long-tenure
895778,New Low-Value Customers
895878,High-Value Frequent Flyers
895921,Long-tenure
895972,Long-tenure
895994,New Low-Value Customers
896075,Fly fanatics
896095,High-Value Frequent Flyers
896283,High-Value Low transactions
896331,Long-tenure
896372,New Low-Value Customers
896592,New engaged
896651,New Low-Value Customers
896790,Long-tenure
896792,Fly fanatics
896853,New Low-Value Customers
896947,Long-tenure
896951,New engaged
897229,New engaged
897293,Long-tenure
897387,Long-tenure
897545,New Low-Value Customers
897673,Lost Occasional Travelers
897716,Long-tenure
897728,New Low-Value Customers
897835,New engaged
897904,Long-tenure
898000,Long-tenure
898122,New Low-Value Customers
898149,New Low-Value Customers
898162,New engaged
898229,Fly fanatics
898417,Long-tenure
898423,Long-tenure
898427,New engaged
898437,Long-tenure
898438,Long-tenure
898495,Long-tenure
898514,New Low-Value Customers
898552,New engaged
898587,Lost Occasional Travelers
898630,Fly fanatics
898698,Fly fanatics
898787,Long-tenure
898788,Long-tenure
899009,Fly fanatics
899287,New engaged
899509,Fly fanatics
899592,Long-tenure
899825,Long-tenure
899871,Fly fanatics
899883,New Low-Value Customers
899958,Long-tenure
900083,High-Value Frequent Flyers
900133,New engaged
900151,Fly fanatics
900325,Lost Occasional Travelers
900359,New Low-Value Customers
900460,New engaged
900501,High-Value Frequent Flyers
900505,High-Value Low transactions
900726,New engaged
900753,Lost Occasional Travelers
900795,New engaged
900801,New Low-Value Customers
900853,Fly fanatics
900894,Long-tenure
901002,New engaged
901049,Lost Occasional Travelers
901231,New engaged
901442,Long-tenure
901461,High-Value Low transactions
901520,Long-tenure
901550,New Low-Value Customers
901578,High-Value Low transactions
901690,Long-tenure
901747,New Low-Value Customers
901758,New engaged
901775,Fly fanatics
901780,Fly fanatics
901819,Long-tenure
901857,New engaged
901887,Reengaged Customers
901954,Fly fanatics
901978,New Low-Value Customers
901987,Long-tenure
902015,New engaged
902040,Fly fanatics
902083,High-Value Frequent Flyers
902148,Long-tenure
902192,Long-tenure
902241,New engaged
902277,New engaged
902298,Fly fanatics
902421,Lost Occasional Travelers
902515,Fly fanatics
902555,New Low-Value Customers
902562,Long-tenure
902634,New Low-Value Customers
902679,Fly fanatics
902690,Long-tenure
902693,Long-tenure
902742,New Low-Value Customers
902852,New Low-Value Customers
902966,High-Value Frequent Flyers
903006,New Low-Value Customers
903146,Long-tenure
903209,Fly fanatics
903290,New engaged
903327,Long-tenure
903379,Long-tenure
903496,Long-tenure
903534,High-Value Frequent Flyers
903641,Fly fanatics
903648,Fly fanatics
903679,Lost Occasional Travelers
903797,Long-tenure
904114,New engaged
904283,Long-tenure
904300,New engaged
904304,High-Value Frequent Flyers
904367,New engaged
904370,New Low-Value Customers
904378,New engaged
904397,Lost Occasional Travelers
904501,Fly fanatics
904512,High-Value Low transactions
904602,New engaged
904669,Long-tenure
904693,New Low-Value Customers
904704,High-Value Frequent Flyers
904736,New engaged
904741,Fly fanatics
904802,Lost Occasional Travelers
904805,New engaged
904920,Fly fanatics
904974,New Low-Value Customers
904992,New Low-Value Customers
905180,Long-tenure
905213,New engaged
905320,Long-tenure
905360,New Low-Value Customers
905469,New Low-Value Customers
905478,Long-tenure
905569,New engaged
905634,Long-tenure
905787,High-Value Frequent Flyers
905806,High-Value Frequent Flyers
905854,High-Value Frequent Flyers
905907,Fly fanatics
905909,Long-tenure
906158,Long-tenure
906178,New Low-Value Customers
906217,High-Value Low transactions
906262,Long-tenure
906267,High-Value Frequent Flyers
906274,Lost Occasional Travelers
906316,Fly fanatics
906346,New engaged
906396,New engaged
906428,Fly fanatics
906468,Long-tenure
906564,Lost Occasional Travelers
906615,Fly fanatics
906623,New engaged
906715,Fly fanatics
906780,Long-tenure
906826,New engaged
906836,Fly fanatics
906848,Fly fanatics
906852,Fly fanatics
906946,Long-tenure
907015,New Low-Value Customers
907025,Long-tenure
907038,New Low-Value Customers
907077,Long-tenure
907157,New engaged
907209,Fly fanatics
907252,High-Value Frequent Flyers
907324,New Low-Value Customers
907544,Long-tenure
907595,New Low-Value Customers
907636,Long-tenure
907743,New Low-Value Customers
907858,High-Value Frequent Flyers
907934,Long-tenure
907950,New engaged
908006,New Low-Value Customers
908120,Long-tenure
908123,Long-tenure
908246,Long-tenure
908301,New Low-Value Customers
908374,Fly fanatics
908404,New engaged
908519,Long-tenure
908580,Fly fanatics
908643,New engaged
908728,Long-tenure
908729,New engaged
908759,New engaged
908801,New Low-Value Customers
908844,Long-tenure
908882,New Low-Value Customers
909020,New Low-Value Customers
909066,Lost Occasional Travelers
909068,High-Value Low transactions
909075,Fly fanatics
909106,Reengaged Customers
909134,Fly fanatics
909238,New Low-Value Customers
909242,New engaged
909260,Long-tenure
909262,Fly fanatics
909328,High-Value Low transactions
909385,New engaged
909476,New engaged
909483,High-Value Frequent Flyers
909503,New engaged
909543,Long-tenure
909547,New Low-Value Customers
909677,New engaged
909727,New Low-Value Customers
909800,New Low-Value Customers
909845,New engaged
909880,Lost Occasional Travelers
910056,Long-tenure
910093,New Low-Value Customers
910142,Long-tenure
910157,New Low-Value Customers
910336,New Low-Value Customers
910391,Long-tenure
910416,High-Value Low transactions
910492,Lost Occasional Travelers
910576,Long-tenure
910645,High-Value Low transactions
910716,High-Value Frequent Flyers
910809,New Low-Value Customers
910875,Long-tenure
910969,Fly fanatics
911003,New engaged
911089,Fly fanatics
911372,Long-tenure
911503,High-Value Frequent Flyers
911525,New engaged
911585,New engaged
911655,Fly fanatics
911663,Long-tenure
911668,Long-tenure
911723,High-Value Low transactions
911744,New Low-Value Customers
911812,Long-tenure
911852,Lost Occasional Travelers
911906,Long-tenure
911920,Long-tenure
911971,New engaged
912064,New engaged
912128,New engaged
912252,Long-tenure
912293,Fly fanatics
912352,Reengaged Customers
912396,High-Value Frequent Flyers
912420,New engaged
912539,New Low-Value Customers
912588,Long-tenure
912633,High-Value Low transactions
912712,High-Value Frequent Flyers
912757,Fly fanatics
912797,Fly fanatics
912864,High-Value Frequent Flyers
912939,High-Value Low transactions
912940,High-Value Low transactions
912957,Long-tenure
913060,Long-tenure
913153,New Low-Value Customers
913156,High-Value Low transactions
913233,Long-tenure
913340,Long-tenure
913449,New engaged
913522,New engaged
913571,Fly fanatics
913721,Long-tenure
913866,Fly fanatics
913895,High-Value Frequent Flyers
913949,Long-tenure
913981,Fly fanatics
914044,High-Value Frequent Flyers
914074,High-Value Low transactions
914088,New engaged
914152,Long-tenure
914316,Fly fanatics
914352,New Low-Value Customers
914368,Long-tenure
914609,Fly fanatics
914799,New Low-Value Customers
914937,High-Value Frequent Flyers
915147,Fly fanatics
915156,Long-tenure
915194,Long-tenure
915198,Long-tenure
915243,Lost Occasional Travelers
915286,Long-tenure
915287,New Low-Value Customers
915439,New engaged
915571,New engaged
915638,New engaged
915846,Long-tenure
915902,New engaged
915933,New engaged
915948,Long-tenure
916000,Long-tenure
916020,Long-tenure
916131,Long-tenure
916269,High-Value Frequent Flyers
916300,New engaged
916317,New Low-Value Customers
916358,New engaged
916478,Fly fanatics
916594,Long-tenure
916634,Reengaged Customers
916713,New engaged
916843,New engaged
916851,Long-tenure
916880,High-Value Frequent Flyers
917191,Long-tenure
917192,Fly fanatics
917346,New engaged
917352,New engaged
917423,Fly fanatics
917585,Fly fanatics
917610,New engaged
917630,New engaged
917685,High-Value Low transactions
917725,Fly fanatics
917779,Long-tenure
917798,Long-tenure
917870,High-Value Frequent Flyers
917972,Fly fanatics
917983,Fly fanatics
917998,Long-tenure
918017,High-Value Low transactions
918021,Long-tenure
918042,Long-tenure
918048,New engaged
918053,Fly fanatics
918112,Fly fanatics
918163,High-Value Frequent Flyers
918272,Fly fanatics
918276,Fly fanatics
918326,New engaged
918341,Long-tenure
918397,Reengaged Customers
918478,Long-tenure
918479,Long-tenure
918564,Long-tenure
918631,High-Value Frequent Flyers
918756,Long-tenure
918807,Long-tenure
918964,New Low-Value Customers
918984,Fly fanatics
919055,New Low-Value Customers
919117,Long-tenure
919285,Long-tenure
919329,High-Value Frequent Flyers
919338,High-Value Low transactions
919340,New engaged
919437,Fly fanatics
919506,New Low-Value Customers
919557,Long-tenure
919668,New Low-Value Customers
919748,New engaged
919818,Long-tenure
919823,High-Value Frequent Flyers
919832,New engaged
919888,High-Value Low transactions
919889,Fly fanatics
919894,New engaged
919922,Lost Occasional Travelers
919951,Fly fanatics
920100,High-Value Frequent Flyers
920118,New engaged
920145,New engaged
920162,Long-tenure
920171,New Low-Value Customers
920197,High-Value Low transactions
920211,New engaged
920321,Long-tenure
920326,New engaged
920545,Long-tenure
920637,Long-tenure
920657,New Low-Value Customers
920716,New Low-Value Customers
920792,New engaged
920840,Long-tenure
920954,New engaged
920966,New engaged
921059,High-Value Low transactions
921102,Long-tenure
921130,Long-tenure
921191,New Low-Value Customers
921278,Fly fanatics
921298,Fly fanatics
921357,Long-tenure
921375,High-Value Frequent Flyers
921392,New Low-Value Customers
921403,Lost Occasional Travelers
921489,Long-tenure
921530,Lost Occasional Travelers
921563,New engaged
921624,High-Value Low transactions
921705,New engaged
921746,Lost Occasional Travelers
921776,New Low-Value Customers
921777,High-Value Frequent Flyers
921886,Long-tenure
921899,Long-tenure
922000,Fly fanatics
922047,High-Value Low transactions
922161,Long-tenure
922188,New engaged
922206,New engaged
922210,High-Value Frequent Flyers
922347,New Low-Value Customers
922351,Fly fanatics
922388,Fly fanatics
922484,Long-tenure
922614,New Low-Value Customers
922634,New engaged
922703,New Low-Value Customers
922741,New Low-Value Customers
922786,Fly fanatics
922815,High-Value Frequent Flyers
922926,New engaged
923041,Long-tenure
923062,Fly fanatics
923108,New Low-Value Customers
923164,Fly fanatics
923201,Fly fanatics
923234,Fly fanatics
923268,New Low-Value Customers
923293,Fly fanatics
923333,Long-tenure
923336,New engaged
923406,New engaged
923527,High-Value Frequent Flyers
923560,Long-tenure
923680,Long-tenure
923761,Long-tenure
923799,Long-tenure
923959,High-Value Frequent Flyers
924031,New Low-Value Customers
924037,New engaged
924056,Long-tenure
924089,Long-tenure
924132,New engaged
924153,Long-tenure
924173,Long-tenure
924217,New Low-Value Customers
924268,New engaged
924405,High-Value Low transactions
924469,Fly fanatics
924489,Fly fanatics
924493,New engaged
924630,New engaged
924634,New engaged
924643,High-Value Frequent Flyers
924719,Long-tenure
924724,New engaged
924787,New engaged
924793,Fly fanatics
924794,Long-tenure
924878,New Low-Value Customers
924936,High-Value Frequent Flyers
925164,High-Value Low transactions
925198,New Low-Value Customers
925254,Long-tenure
925340,New engaged
925353,Fly fanatics
925385,Long-tenure
925413,Fly fanatics
925433,New engaged
925504,High-Value Frequent Flyers
925573,High-Value Frequent Flyers
925609,Fly fanatics
925767,New Low-Value Customers
925819,Long-tenure
925850,New Low-Value Customers
925918,Reengaged Customers
925978,High-Value Frequent Flyers
925979,High-Value Low transactions
926058,New Low-Value Customers
926083,New engaged
926106,Long-tenure
926129,High-Value Low transactions
926175,Long-tenure
926250,New engaged
926277,Fly fanatics
926300,Long-tenure
926315,New Low-Value Customers
926451,High-Value Frequent Flyers
926494,Fly fanatics
926609,Long-tenure
926611,Fly fanatics
926867,New Low-Value Customers
926874,New Low-Value Customers
926961,Long-tenure
926967,Reengaged Customers
927202,Fly fanatics
927305,Fly fanatics
927339,Fly fanatics
927401,Long-tenure
927446,New Low-Value Customers
927676,Fly fanatics
927703,Long-tenure
927721,Reengaged Customers
927848,New engaged
927887,New engaged
927937,New engaged
927943,Fly fanatics
